source,source_type,target,target_type,weight
干眼症,1,结膜炎,1,1104
冠心病,1,呼吸道感染,1,1061
呼吸道感染,1,冠心病,1,1061
高血压,1,动脉硬化,1,1020
动脉硬化,1,高血压,1,1020
冠心病,1,动脉硬化,1,982
动脉硬化,1,冠心病,1,982
消化性溃疡,1,胃炎,1,949
胃炎,1,消化性溃疡,1,949
咽炎,1,呼吸道感染,1,915
呼吸道感染,1,咽炎,1,915
精神和行为障碍,1,骨质疏松症,1,907
骨质疏松症,1,精神和行为障碍,1,907
呼吸道感染,1,高脂血症,1,894
高脂血症,1,呼吸道感染,1,894
周围神经病,1,高脂血症,1,888
高脂血症,1,周围神经病,1,888
高血压,1,肾功能不全,1,880
肾功能不全,1,高血压,1,880
前列腺增生,1,高血压,1,850
高血压,1,前列腺增生,1,850
肾功能不全,1,代谢紊乱,1,831
代谢紊乱,1,肾功能不全,1,831
精神和行为障碍,1,周围神经病,1,790
周围神经病,1,精神和行为障碍,1,790
胃炎,1,高血压,1,788
高血压,1,胃炎,1,788
前列腺增生,1,冠心病,1,768
冠心病,1,前列腺增生,1,768
帕金森病,1,脑血管病,1,764
关节炎,1,腰椎退行性病变,1,764
脑血管病,1,帕金森病,1,764
腰椎退行性病变,1,关节炎,1,764
前列腺增生,1,尿路感染,1,759
尿路感染,1,前列腺增生,1,759
支气管炎,1,脑血管病,1,756
脑血管病,1,支气管炎,1,756
骨质疏松症,1,支气管炎,1,749
支气管炎,1,骨质疏松症,1,749
胃炎,1,冠心病,1,729
冠心病,1,胃炎,1,729
高血压,1,肾小球疾病,1,728
肾小球疾病,1,高血压,1,728
支气管炎,1,肾功能不全,1,719
肾功能不全,1,支气管炎,1,719
糖尿病,1,甲状腺功能减退症,1,708
甲状腺功能减退症,1,糖尿病,1,708
帕金森病,1,精神和行为障碍,1,698
精神和行为障碍,1,帕金森病,1,698
精神和行为障碍,1,代谢紊乱,1,693
代谢紊乱,1,精神和行为障碍,1,693
周围神经病,1,高血压,1,693
高血压,1,周围神经病,1,693
肾功能不全,1,糖尿病,1,638
糖尿病,1,肾功能不全,1,638
代谢紊乱,1,支气管炎,1,626
支气管炎,1,代谢紊乱,1,626
低血糖症,1,高血压,1,623
高血压,1,低血糖症,1,623
胃炎,1,糖尿病,1,615
糖尿病,1,胃炎,1,615
冠心病,1,PCI术后,1,613
PCI术后,1,冠心病,1,613
支气管炎,1,精神和行为障碍,1,613
精神和行为障碍,1,支气管炎,1,613
脑血管病,1,维生素缺乏,1,608
维生素缺乏,1,脑血管病,1,608
甲状腺功能减退症,1,高脂血症,1,590
高脂血症,1,甲状腺功能减退症,1,590
高脂血症,1,维生素缺乏,1,575
维生素缺乏,1,高脂血症,1,575
精神和行为障碍,1,心律失常,1,572
高脂血症,1,叶酸缺乏,1,572
心律失常,1,精神和行为障碍,1,572
叶酸缺乏,1,高脂血症,1,572
食管炎,1,消化性溃疡,1,563
高血压,1,甲状腺功能减退症,1,563
甲状腺功能减退症,1,高血压,1,563
消化性溃疡,1,食管炎,1,563
高血压,1,维生素缺乏,1,557
维生素缺乏,1,高血压,1,557
代谢紊乱,1,骨质疏松症,1,553
骨质疏松症,1,代谢紊乱,1,553
高脂血症,1,胃炎,1,550
胃炎,1,高脂血症,1,550
支气管炎,1,动脉粥样硬化,1,547
动脉粥样硬化,1,支气管炎,1,547
支气管炎,1,咽炎,1,546
咽炎,1,支气管炎,1,546
胃炎,1,胃肠功能紊乱,1,544
周围神经病,1,糖尿病,1,544
糖尿病,1,周围神经病,1,544
胃肠功能紊乱,1,胃炎,1,544
关节炎,1,高血压,1,520
高血压,1,关节炎,1,520
动脉粥样硬化,1,周围神经病,1,519
周围神经病,1,动脉粥样硬化,1,519
叶酸缺乏,1,脑血管病,1,519
脑血管病,1,叶酸缺乏,1,519
脑血管病,1,癫痫,1,517
癫痫,1,脑血管病,1,517
高脂血症,1,前列腺增生,1,515
糖尿病,1,维生素缺乏,1,515
维生素缺乏,1,糖尿病,1,515
前列腺增生,1,高脂血症,1,515
腰椎退行性病变,1,骨质疏松症,1,513
骨质疏松症,1,腰椎退行性病变,1,513
高脂血症,1,肾小球疾病,1,505
肾小球疾病,1,高脂血症,1,505
糖尿病,1,前列腺增生,1,500
前列腺增生,1,糖尿病,1,500
精神和行为障碍,1,维生素缺乏,1,498
维生素缺乏,1,精神和行为障碍,1,498
脑血管病,1,脑卒中,1,497
脑卒中,1,脑血管病,1,497
干眼症,1,眼底病,1,493
眼底病,1,干眼症,1,493
PCI术后,1,高脂血症,1,492
高脂血症,1,PCI术后,1,492
周围神经病,1,冠心病,1,488
冠心病,1,周围神经病,1,488
冠心病,1,甲状腺功能减退症,1,487
甲状腺功能减退症,1,冠心病,1,487
结膜炎,1,眼底病,1,477
眼底病,1,结膜炎,1,477
冠心病,1,肾功能不全,1,475
肾功能不全,1,冠心病,1,475
低血糖症,1,高脂血症,1,471
高脂血症,1,低血糖症,1,471
胃肠功能紊乱,1,肠道菌群失调,1,462
高脂血症,1,肾功能不全,1,462
肾功能不全,1,高脂血症,1,462
肠道菌群失调,1,胃肠功能紊乱,1,462
肾小球疾病,1,冠心病,1,458
维生素缺乏,1,冠心病,1,458
冠心病,1,肾小球疾病,1,458
冠心病,1,维生素缺乏,1,458
肺癌,1,癌症,1,457
癌症,1,肺癌,1,457
精神和行为障碍,1,呼吸道感染,1,452
呼吸道感染,1,精神和行为障碍,1,452
支气管炎,1,鼻炎,1,441
鼻炎,1,支气管炎,1,441
叶酸缺乏,1,高血压,1,435
高血压,1,叶酸缺乏,1,435
脑动脉硬化,1,脑血管病,1,434
脑血管病,1,脑动脉硬化,1,434
胃炎,1,肠道菌群失调,1,424
冠心病,1,关节炎,1,424
关节炎,1,冠心病,1,424
肠道菌群失调,1,胃炎,1,424
支气管炎,1,支气管哮喘,1,422
支气管哮喘,1,支气管炎,1,422
脑血管病,1,心律失常,1,422
心律失常,1,脑血管病,1,422
呼吸道感染,1,骨质疏松症,1,407
骨质疏松症,1,呼吸道感染,1,407
呼吸道感染,1,脑血管病,1,406
脑血管病,1,呼吸道感染,1,406
眼底病,1,白内障,1,403
白内障,1,眼底病,1,403
糖尿病,1,结膜炎,1,386
结膜炎,1,糖尿病,1,386
神经官能症,1,高脂血症,1,384
高脂血症,1,神经官能症,1,384
前列腺增生,1,脑血管病,1,379
脑血管病,1,前列腺增生,1,379
神经官能症,1,高血压,1,377
高血压,1,神经官能症,1,377
低血糖症,1,冠心病,1,373
冠心病,1,低血糖症,1,373
精神和行为障碍,1,癫痫,1,365
胃炎,1,支气管炎,1,365
支气管炎,1,胃炎,1,365
癫痫,1,精神和行为障碍,1,365
骨质疏松症,1,胃炎,1,364
胃炎,1,骨质疏松症,1,364
结膜炎,1,白内障,1,363
白内障,1,结膜炎,1,363
食管炎,1,胃肠功能紊乱,1,353
胃肠功能紊乱,1,食管炎,1,353
高血压,1,PCI术后,1,346
PCI术后,1,高血压,1,346
鼻炎,1,呼吸道感染,1,344
呼吸道感染,1,鼻炎,1,344
胃炎,1,精神和行为障碍,1,341
精神和行为障碍,1,胃炎,1,341
脑血管病,1,动脉硬化,1,333
动脉硬化,1,脑血管病,1,333
骨质疏松症,1,甲状腺功能减退症,1,332
甲状腺功能减退症,1,骨质疏松症,1,332
肾功能不全,1,脑血管病,1,329
脑血管病,1,肾功能不全,1,329
高血压,1,消化性溃疡,1,324
消化性溃疡,1,高血压,1,324
动脉硬化,1,骨质疏松症,1,314
骨质疏松症,1,动脉硬化,1,314
叶酸缺乏,1,冠心病,1,313
冠心病,1,叶酸缺乏,1,313
贫血,1,高血压,1,306
高血压,1,贫血,1,306
糖尿病,1,关节炎,1,302
关节炎,1,糖尿病,1,302
肾功能不全,1,肾小球疾病,1,301
肾小球疾病,1,肾功能不全,1,301
肝功能异常,1,高脂血症,1,301
高脂血症,1,肝功能异常,1,301
肾小球疾病,1,骨质疏松症,1,300
动脉粥样硬化,1,叶酸缺乏,1,300
骨质疏松症,1,肾小球疾病,1,300
叶酸缺乏,1,动脉粥样硬化,1,300
支气管炎,1,前列腺增生,1,299
前列腺增生,1,支气管炎,1,299
干眼症,1,白内障,1,298
白内障,1,干眼症,1,298
支气管炎,1,关节炎,1,296
关节炎,1,支气管炎,1,296
代谢紊乱,1,叶酸缺乏,1,294
叶酸缺乏,1,代谢紊乱,1,294
糖尿病,1,皮炎,1,290
高脂血症,1,脑动脉硬化,1,290
脑动脉硬化,1,高脂血症,1,290
皮炎,1,糖尿病,1,290
动脉粥样硬化,1,呼吸道感染,1,289
呼吸道感染,1,动脉粥样硬化,1,289
高血压,1,肝功能异常,1,286
肝功能异常,1,高血压,1,286
高脂血症,1,关节炎,1,285
关节炎,1,高脂血症,1,285
肠道菌群失调,1,食管炎,1,281
食管炎,1,肠道菌群失调,1,281
肾小球疾病,1,脑血管病,1,278
脑血管病,1,肾小球疾病,1,278
贫血,1,冠心病,1,276
冠心病,1,贫血,1,276
动脉粥样硬化,1,心律失常,1,276
心律失常,1,动脉粥样硬化,1,276
甲状腺功能减退症,1,动脉粥样硬化,1,275
动脉粥样硬化,1,甲状腺功能减退症,1,275
糖尿病,1,心律失常,1,267
肾功能不全,1,骨质疏松症,1,267
骨质疏松症,1,肾功能不全,1,267
心律失常,1,糖尿病,1,267
维生素缺乏,1,骨质疏松症,1,263
骨质疏松症,1,维生素缺乏,1,263
白内障,1,糖尿病,1,260
糖尿病,1,白内障,1,260
维生素缺乏,1,动脉粥样硬化,1,258
动脉粥样硬化,1,维生素缺乏,1,258
消化性溃疡,1,关节炎,1,257
关节炎,1,消化性溃疡,1,257
动脉粥样硬化,1,肾功能不全,1,255
高血压,1,帕金森病,1,255
肾功能不全,1,动脉粥样硬化,1,255
帕金森病,1,高血压,1,255
冠心病,1,消化性溃疡,1,253
消化性溃疡,1,冠心病,1,253
高脂血症,1,消化性溃疡,1,251
消化性溃疡,1,高脂血症,1,251
胃炎,1,脑血管病,1,249
慢性阻塞性肺疾病,1,支气管炎,1,249
支气管炎,1,慢性阻塞性肺疾病,1,249
脑血管病,1,胃炎,1,249
肾小球疾病,1,支气管炎,1,248
支气管炎,1,肾小球疾病,1,248
精神和行为障碍,1,叶酸缺乏,1,248
叶酸缺乏,1,精神和行为障碍,1,248
周围神经病,1,骨质疏松症,1,246
骨质疏松症,1,周围神经病,1,246
高脂血症,1,脑卒中,1,245
脑卒中,1,高脂血症,1,245
血瘀证,1,脑血管病,1,243
脑血管病,1,血瘀证,1,243
周围神经病,1,代谢紊乱,1,242
代谢紊乱,1,周围神经病,1,242
精神和行为障碍,1,前列腺增生,1,240
前列腺增生,1,精神和行为障碍,1,240
高血压,1,皮炎,1,239
皮炎,1,高血压,1,239
结膜炎,1,高血压,1,238
高血压,1,结膜炎,1,238
糖尿病,1,肝损害,1,235
肝损害,1,糖尿病,1,235
维生素缺乏,1,周围神经病,1,230
癌症,1,前列腺增生,1,230
周围神经病,1,维生素缺乏,1,230
前列腺增生,1,癌症,1,230
冠心病,1,肝功能异常,1,229
肝功能异常,1,冠心病,1,229
高脂血症,1,癫痫,1,228
消化性溃疡,1,糖尿病,1,228
糖尿病,1,消化性溃疡,1,228
癫痫,1,高脂血症,1,228
代谢紊乱,1,肾小球疾病,1,225
肾小球疾病,1,代谢紊乱,1,225
贫血,1,肾功能不全,1,225
肾功能不全,1,贫血,1,225
肾小球疾病,1,动脉粥样硬化,1,223
动脉粥样硬化,1,肾小球疾病,1,223
胃炎,1,呼吸道感染,1,222
呼吸道感染,1,胃炎,1,222
骨质疏松症,1,消化性溃疡,1,221
消化性溃疡,1,骨质疏松症,1,221
肝损害,1,胃炎,1,219
胃炎,1,肝损害,1,219
干眼症,1,糖尿病,1,218
糖尿病,1,干眼症,1,218
前列腺增生,1,肾功能不全,1,218
肾功能不全,1,前列腺增生,1,218
眼底病,1,周围神经病,1,217
周围神经病,1,眼底病,1,217
动脉粥样硬化,1,低血糖症,1,216
低血糖症,1,动脉粥样硬化,1,216
胃肠功能紊乱,1,糖尿病,1,215
糖尿病,1,胃肠功能紊乱,1,215
叶酸缺乏,1,糖尿病,1,211
糖尿病,1,叶酸缺乏,1,211
代谢紊乱,1,贫血,1,207
食管炎,1,高血压,1,207
胃肠功能紊乱,1,消化性溃疡,1,207
贫血,1,代谢紊乱,1,207
高血压,1,食管炎,1,207
消化性溃疡,1,胃肠功能紊乱,1,207
冠心病,1,食管炎,1,206
食管炎,1,冠心病,1,206
前列腺增生,1,代谢紊乱,1,204
代谢紊乱,1,前列腺增生,1,204
食管炎,1,糖尿病,1,202
胃炎,1,关节炎,1,202
糖尿病,1,食管炎,1,202
关节炎,1,胃炎,1,202
癌症,1,尿路感染,1,201
鼻炎,1,咽炎,1,201
尿路感染,1,癌症,1,201
咽炎,1,鼻炎,1,201
脑动脉硬化,1,精神和行为障碍,1,200
关节炎,1,脑血管病,1,200
动脉硬化,1,精神和行为障碍,1,200
脑血管病,1,关节炎,1,200
精神和行为障碍,1,动脉硬化,1,200
精神和行为障碍,1,脑动脉硬化,1,200
贫血,1,高脂血症,1,199
高脂血症,1,贫血,1,199
脑卒中,1,高血压,1,196
高血压,1,脑卒中,1,196
骨质疏松症,1,低血糖症,1,191
低血糖症,1,骨质疏松症,1,191
精神和行为障碍,1,脑卒中,1,189
代谢紊乱,1,维生素缺乏,1,189
脑卒中,1,精神和行为障碍,1,189
维生素缺乏,1,代谢紊乱,1,189
叶酸缺乏,1,周围神经病,1,187
肺部感染,1,呼吸道感染,1,187
呼吸道感染,1,肺部感染,1,187
周围神经病,1,叶酸缺乏,1,187
颈椎退行性疾病,1,脑血管病,1,186
脑血管病,1,颈椎退行性疾病,1,186
糖尿病,1,贫血,1,184
贫血,1,糖尿病,1,184
冠心病,1,皮炎,1,183
皮炎,1,冠心病,1,183
糖尿病,1,咽炎,1,182
咽炎,1,糖尿病,1,182
高血压,1,干眼症,1,179
干眼症,1,高血压,1,179
前列腺增生,1,骨质疏松症,1,178
骨质疏松症,1,前列腺增生,1,178
动脉粥样硬化,1,胃炎,1,176
胃炎,1,动脉粥样硬化,1,176
高血压,1,白内障,1,176
白内障,1,高血压,1,176
高脂血症,1,食管炎,1,175
神经官能症,1,动脉粥样硬化,1,175
高血压,1,咽炎,1,175
动脉粥样硬化,1,神经官能症,1,175
食管炎,1,高脂血症,1,175
咽炎,1,高血压,1,175
肠道菌群失调,1,消化性溃疡,1,174
消化性溃疡,1,肠道菌群失调,1,174
动脉硬化,1,代谢紊乱,1,172
代谢紊乱,1,动脉硬化,1,172
周围神经病,1,关节炎,1,171
关节炎,1,周围神经病,1,171
关节炎,1,精神和行为障碍,1,170
眼底病,1,糖尿病,1,170
糖尿病,1,眼底病,1,170
精神和行为障碍,1,关节炎,1,170
甲状腺功能减退症,1,精神和行为障碍,1,169
精神和行为障碍,1,甲状腺功能减退症,1,169
冠心病,1,血瘀证,1,165
血瘀证,1,冠心病,1,165
帕金森病,1,高脂血症,1,163
高脂血症,1,帕金森病,1,163
冠心病,1,咽炎,1,162
咽炎,1,冠心病,1,162
糖尿病,1,尿路感染,1,160
尿路感染,1,糖尿病,1,160
高血压,1,尿路感染,1,159
尿路感染,1,高血压,1,159
癫痫,1,高血压,1,158
冠心病,1,支气管哮喘,1,158
代谢紊乱,1,呼吸道感染,1,158
高血压,1,癫痫,1,158
呼吸道感染,1,代谢紊乱,1,158
支气管哮喘,1,冠心病,1,158
高血压,1,脑动脉硬化,1,157
脑动脉硬化,1,高血压,1,157
高脂血症,1,皮炎,1,156
皮炎,1,高脂血症,1,156
神经官能症,1,冠心病,1,156
冠心病,1,神经官能症,1,156
肝损害,1,食管炎,1,155
食管炎,1,肝损害,1,155
甲状腺功能减退症,1,支气管炎,1,153
支气管炎,1,甲状腺功能减退症,1,153
脂肪肝,1,高血压,1,152
叶酸缺乏,1,维生素缺乏,1,152
高血压,1,脂肪肝,1,152
维生素缺乏,1,叶酸缺乏,1,152
贫血,1,支气管炎,1,151
支气管炎,1,贫血,1,151
肝损害,1,高脂血症,1,150
高脂血症,1,肝损害,1,150
骨质疏松症,1,贫血,1,149
贫血,1,骨质疏松症,1,149
支气管哮喘,1,呼吸道感染,1,147
支气管炎,1,消化性溃疡,1,147
呼吸道感染,1,支气管哮喘,1,147
消化性溃疡,1,支气管炎,1,147
结膜炎,1,冠心病,1,146
冠心病,1,结膜炎,1,146
关节炎,1,代谢紊乱,1,144
代谢紊乱,1,关节炎,1,144
呼吸道感染,1,关节炎,1,142
关节炎,1,呼吸道感染,1,142
白内障,1,冠心病,1,139
冠心病,1,干眼症,1,139
冠心病,1,白内障,1,139
干眼症,1,冠心病,1,139
脑血管病,1,甲状腺功能减退症,1,138
肺部感染,1,支气管炎,1,138
支气管炎,1,肺部感染,1,138
甲状腺功能减退症,1,脑血管病,1,138
脑血管病,1,消化性溃疡,1,136
消化性溃疡,1,脑血管病,1,136
皮肤感染,1,湿疹,1,136
湿疹,1,皮肤感染,1,136
心律失常,1,支气管炎,1,136
支气管炎,1,心律失常,1,136
咽炎,1,高脂血症,1,135
高脂血症,1,咽炎,1,135
周围神经病,1,腰椎退行性病变,1,134
腰椎退行性病变,1,周围神经病,1,134
肝损害,1,胃肠功能紊乱,1,134
胃肠功能紊乱,1,肝损害,1,134
高血压,1,眼底病,1,133
眼底病,1,高血压,1,133
肾小球疾病,1,精神和行为障碍,1,133
精神和行为障碍,1,肾小球疾病,1,133
脑血管病,1,低血糖症,1,132
鼻炎,1,冠心病,1,132
冠心病,1,鼻炎,1,132
高脂血症,1,结膜炎,1,132
结膜炎,1,高脂血症,1,132
低血糖症,1,脑血管病,1,132
胃肠功能紊乱,1,高血压,1,131
代谢紊乱,1,心律失常,1,131
高血压,1,胃肠功能紊乱,1,131
心律失常,1,代谢紊乱,1,131
精神和行为障碍,1,血瘀证,1,131
血瘀证,1,精神和行为障碍,1,131
高脂血症,1,脂肪肝,1,130
脂肪肝,1,高脂血症,1,130
高血压,1,肝损害,1,128
肝损害,1,高血压,1,128
高血压,1,鼻炎,1,127
鼻炎,1,高血压,1,127
干眼症,1,白内障术后,1,127
白内障术后,1,干眼症,1,127
肾功能不全,1,精神和行为障碍,1,125
精神和行为障碍,1,肾功能不全,1,125
脑血管病,1,贫血,1,124
贫血,1,脑血管病,1,124
支气管哮喘,1,高血压,1,123
动脉硬化,1,支气管炎,1,123
高血压,1,支气管哮喘,1,123
支气管炎,1,动脉硬化,1,123
肝功能异常,1,脑血管病,1,122
肝损害,1,冠心病,1,122
冠心病,1,肝损害,1,122
脑血管病,1,肝功能异常,1,122
肝损害,1,肠道菌群失调,1,121
肠道菌群失调,1,肝损害,1,121
支气管炎,1,维生素缺乏,1,120
维生素缺乏,1,支气管炎,1,120
甲状腺功能减退症,1,代谢紊乱,1,119
代谢紊乱,1,甲状腺功能减退症,1,119
周围神经病,1,干眼症,1,116
干眼症,1,周围神经病,1,116
低血糖症,1,肾小球疾病,1,114
冠心病,1,胃肠功能紊乱,1,114
肾小球疾病,1,低血糖症,1,114
胃肠功能紊乱,1,冠心病,1,114
精神和行为障碍,1,神经痛,1,113
骨质疏松症,1,癌症,1,113
冠心病,1,脂肪肝,1,113
脂肪肝,1,冠心病,1,113
精神和行为障碍,1,颈椎退行性疾病,1,113
动脉粥样硬化,1,消化性溃疡,1,113
消化性溃疡,1,动脉粥样硬化,1,113
代谢紊乱,1,胃炎,1,113
神经痛,1,精神和行为障碍,1,113
皮肤感染,1,皮炎,1,113
颈椎退行性疾病,1,精神和行为障碍,1,113
胃炎,1,代谢紊乱,1,113
癌症,1,骨质疏松症,1,113
皮炎,1,皮肤感染,1,113
帕金森病,1,神经官能症,1,112
神经官能症,1,帕金森病,1,112
叶酸缺乏,1,骨质疏松症,1,111
骨质疏松症,1,叶酸缺乏,1,111
糖尿病,1,肝功能异常,1,110
肝功能异常,1,糖尿病,1,110
肝损害,1,消化性溃疡,1,109
消化性溃疡,1,肝损害,1,109
高脂血症,1,颈椎退行性疾病,1,108
颈椎退行性疾病,1,高脂血症,1,108
贫血,1,动脉粥样硬化,1,107
动脉粥样硬化,1,贫血,1,107
动脉粥样硬化,1,癫痫,1,106
神经官能症,1,周围神经病,1,106
癫痫,1,动脉粥样硬化,1,106
支气管炎,1,周围神经病,1,106
周围神经病,1,神经官能症,1,106
周围神经病,1,支气管炎,1,106
消化性溃疡,1,代谢紊乱,1,105
脑血管病,1,神经痛,1,105
代谢紊乱,1,消化性溃疡,1,105
神经痛,1,脑血管病,1,105
皮炎,1,支气管炎,1,104
支气管炎,1,皮炎,1,104
白内障,1,高脂血症,1,102
低血糖症,1,精神和行为障碍,1,102
结膜炎,1,白内障术后,1,102
白内障术后,1,结膜炎,1,102
骨质疏松症,1,心律失常,1,102
精神和行为障碍,1,低血糖症,1,102
高脂血症,1,白内障,1,102
心律失常,1,骨质疏松症,1,102
关节炎,1,颈椎退行性疾病,1,101
血瘀证,1,高血压,1,101
高血压,1,血瘀证,1,101
颈椎退行性疾病,1,关节炎,1,101
颈椎退行性疾病,1,高血压,1,100
呼吸道感染,1,心律失常,1,100
结膜炎,1,脑血管病,1,100
心律失常,1,呼吸道感染,1,100
脑血管病,1,结膜炎,1,100
高血压,1,颈椎退行性疾病,1,100
呼吸道感染,1,胃肠功能紊乱,1,99
周围神经病,1,颈椎退行性疾病,1,99
甲状腺功能减退症,1,动脉硬化,1,99
胃肠功能紊乱,1,呼吸道感染,1,99
颈椎退行性疾病,1,周围神经病,1,99
动脉硬化,1,甲状腺功能减退症,1,99
维生素缺乏,1,呼吸道感染,1,98
呼吸道感染,1,维生素缺乏,1,98
干眼症,1,高脂血症,1,96
PCI术后,1,糖尿病,1,96
慢性阻塞性肺疾病,1,呼吸道感染,1,96
前列腺增生,1,动脉粥样硬化,1,96
动脉粥样硬化,1,前列腺增生,1,96
呼吸道感染,1,慢性阻塞性肺疾病,1,96
周围神经病,1,神经痛,1,96
神经痛,1,周围神经病,1,96
糖尿病,1,PCI术后,1,96
高脂血症,1,干眼症,1,96
湿疹,1,皮炎,1,95
皮炎,1,脑血管病,1,95
皮炎,1,湿疹,1,95
脑血管病,1,皮炎,1,95
冠心病,1,尿路感染,1,95
尿路感染,1,冠心病,1,95
支气管哮喘,1,鼻炎,1,94
呼吸道感染,1,前列腺增生,1,94
鼻炎,1,支气管哮喘,1,94
前列腺增生,1,呼吸道感染,1,94
多系统萎缩,1,脑血管病,1,93
高脂血症,1,胃肠功能紊乱,1,93
精神和行为障碍,1,食管炎,1,93
脑血管病,1,多系统萎缩,1,93
食管炎,1,精神和行为障碍,1,93
胃肠功能紊乱,1,高脂血症,1,93
脑卒中,1,动脉粥样硬化,1,91
脑血管病,1,尿路感染,1,91
动脉粥样硬化,1,脑卒中,1,91
脑血管病,1,白内障,1,91
尿路感染,1,脑血管病,1,91
白内障,1,脑血管病,1,91
周围神经病,1,结膜炎,1,90
结膜炎,1,周围神经病,1,90
前列腺增生,1,胃炎,1,88
关节炎,1,动脉粥样硬化,1,88
胃炎,1,前列腺增生,1,88
动脉粥样硬化,1,关节炎,1,88
呼吸道感染,1,动脉硬化,1,87
帕金森病,1,骨质疏松症,1,87
骨质疏松症,1,帕金森病,1,87
动脉硬化,1,呼吸道感染,1,87
呼吸道感染,1,甲状腺功能减退症,1,85
甲状腺功能减退症,1,呼吸道感染,1,85
精神和行为障碍,1,支气管哮喘,1,84
骨质疏松症,1,颈椎退行性疾病,1,84
支气管哮喘,1,精神和行为障碍,1,84
颈椎退行性疾病,1,骨质疏松症,1,84
