source,source_type,target,target_type,weight
腰痛,0,维生素缺乏,1,4
头晕,0,关节痛,0,4
水肿,0,肝损害,1,4
水肿,0,维生素缺乏,1,4
咳嗽,0,胸痛,0,4
头痛,0,骨质疏松症,1,4
水肿,0,白细胞减少,1,3
眩晕,0,便秘,0,3
水肿,0,眼底病,1,3
消化不良,0,癌症,1,3
静脉曲张,0,咽炎,1,3
眩晕,0,鼻炎,1,3
咳嗽,0,腰痛,0,3
便秘,0,慢性阻塞性肺疾病,1,3
腰痛,0,心律失常,1,3
关节痛,0,神经痛,1,3
腰痛,0,支气管炎,1,3
腰痛,0,血瘀证,1,3
胸闷,0,支气管哮喘,1,3
关节痛,0,咽炎,1,3
水肿,0,肾小球疾病,1,3
头痛,0,关节炎,1,3
胸痛,0,肾功能不全,1,3
消化不良,0,白细胞减少,1,3
消化不良,0,帕金森病,1,3
静脉曲张,0,维生素缺乏,1,3
胸闷,0,低血糖症,1,3
头痛,0,血瘀证,1,3
水肿,0,癌症,1,3
便秘,0,腰痛,0,3
消化不良,0,腰痛,0,3
便秘,0,咳嗽,0,3
水肿,0,动脉硬化,1,3
腹痛,0,呼吸道感染,1,3
咳嗽,0,心律失常,1,3
便秘,0,血瘀证,1,3
便秘,0,脂肪肝,1,3
腹痛,0,代谢紊乱,1,3
腰痛,0,精神和行为障碍,1,3
消化不良,0,贫血,1,3
咳嗽,0,便秘,0,3
腹痛,0,肝功能异常,1,3
消化不良,0,周围神经病,1,3
水肿,0,白内障术后,1,3
关节痛,0,颈椎退行性疾病,1,3
头痛,0,代谢紊乱,1,3
关节痛,0,低血糖症,1,3
腰痛,0,咳嗽,0,3
便秘,0,肝损害,1,3
便秘,0,眩晕,0,3
水肿,0,前列腺增生,1,3
关节痛,0,食管炎,1,3
便秘,0,皮炎,1,3
发热,0,咽炎,1,3
腰痛,0,便秘,0,3
关节痛,0,皮炎,1,3
便秘,0,结膜炎,1,3
腰痛,0,消化不良,0,3
眩晕,0,呼吸道感染,1,3
腰痛,0,皮炎,1,3
静脉曲张,0,鼻炎,1,2
关节痛,0,血小板减少,1,2
腹痛,0,胆囊切除术后,1,2
胸闷,0,前列腺增生,1,2
头晕,0,咳嗽,0,2
关节痛,0,干眼症,1,2
静脉曲张,0,皮炎,1,2
便秘,0,颈椎退行性疾病,1,2
静脉曲张,0,消化不良,0,2
胸闷,0,周围神经病,1,2
头痛,0,眩晕,0,2
腰痛,0,软组织感染,1,2
腰痛,0,胃炎,1,2
眩晕,0,消化不良,0,2
胸闷,0,肝损害,1,2
腰痛,0,贫血,1,2
静脉曲张,0,癫痫,1,2
头痛,0,白内障,1,2
头晕,0,干眼症,1,2
水肿,0,神经痛,1,2
咳嗽,0,维生素缺乏,1,2
水肿,0,白内障,1,2
头晕,0,呼吸道感染,1,2
头晕,0,多系统萎缩,1,2
腰痛,0,慢性阻塞性肺疾病,1,2
关节痛,0,白细胞减少,1,2
头痛,0,食管炎,1,2
静脉曲张,0,食管炎,1,2
胸闷,0,叶酸缺乏,1,2
腰痛,0,动脉硬化,1,2
水肿,0,动脉粥样硬化,1,2
便秘,0,肺部感染,1,2
头晕,0,PCI术后,1,2
头痛,0,脑卒中,1,2
胸腔积液,0,发热,0,2
腹痛,0,脂肪肝,1,2
腹胀,0,脂肪肝,1,2
便秘,0,肝功能异常,1,2
头晕,0,腹痛,0,2
消化不良,0,癫痫,1,2
关节痛,0,腰椎退行性病变,1,2
咳嗽,0,动脉粥样硬化,1,2
胸痛,0,胃炎,1,2
腰痛,0,结膜炎,1,2
消化不良,0,眩晕,0,2
关节痛,0,咳嗽,0,2
头痛,0,肝囊肿,1,2
头晕,0,眩晕,0,2
胸痛,0,PCI术后,1,2
