source,source_type,target,target_type,weight
动脉硬化,1,骨质疏松症,1,72
水肿,0,高血压,1,71
支气管炎,1,肾小球疾病,1,71
贫血,1,高血压,1,71
低血糖症,1,动脉粥样硬化,1,71
胸闷,0,血瘀证,1,70
脑卒中,1,高脂血症,1,70
冠心病,1,头痛,0,69
心律失常,1,胸闷,0,69
前列腺增生,1,癌症,1,69
脑血管病,1,血瘀证,1,69
前列腺增生,1,支气管炎,1,69
头晕,0,糖尿病,1,68
冠心病,1,贫血,1,68
关节炎,1,糖尿病,1,68
肝功能异常,1,高脂血症,1,68
冠心病,1,叶酸缺乏,1,66
胃炎,1,脑血管病,1,66
关节炎,1,消化性溃疡,1,65
关节痛,0,精神和行为障碍,1,64
咳嗽,0,高血压,1,64
冠心病,1,咳嗽,0,64
干眼症,1,糖尿病,1,64
动脉粥样硬化,1,维生素缺乏,1,64
动脉粥样硬化,1,胃炎,1,64
动脉粥样硬化,1,肾功能不全,1,64
代谢紊乱,1,便秘,0,62
冠心病,1,消化性溃疡,1,62
咳嗽,0,支气管炎,1,61
帕金森病,1,高血压,1,61
肝功能异常,1,高血压,1,61
消化不良,0,高脂血症,1,60
水肿,0,高脂血症,1,60
代谢紊乱,1,肾小球疾病,1,60
糖尿病,1,胃肠功能紊乱,1,60
动脉粥样硬化,1,叶酸缺乏,1,60
关节痛,0,脑血管病,1,59
胃炎,1,腹胀,0,59
冠心病,1,腰痛,0,59
呼吸道感染,1,胃炎,1,59
动脉粥样硬化,1,神经官能症,1,59
腰痛,0,高血压,1,58
消化性溃疡,1,糖尿病,1,58
肾功能不全,1,骨质疏松症,1,58
精神和行为障碍,1,脑动脉硬化,1,58
冠心病,1,血瘀证,1,58
消化性溃疡,1,高脂血症,1,57
心律失常,1,糖尿病,1,57
脑血管病,1,颈椎退行性疾病,1,57
动脉粥样硬化,1,心律失常,1,57
冠心病,1,皮炎,1,56
代谢紊乱,1,叶酸缺乏,1,56
头晕,0,神经官能症,1,55
水肿,0,糖尿病,1,55
癫痫,1,高脂血症,1,55
周围神经病,1,维生素缺乏,1,55
冠心病,1,肝功能异常,1,55
关节痛,0,动脉粥样硬化,1,54
精神和行为障碍,1,脑卒中,1,54
脑动脉硬化,1,高血压,1,53
冠心病,1,神经官能症,1,53
消化性溃疡,1,骨质疏松症,1,53
食管炎,1,高血压,1,53
低血糖症,1,骨质疏松症,1,53
脑卒中,1,高血压,1,52
前列腺增生,1,骨质疏松症,1,52
眩晕,0,脑血管病,1,51
代谢紊乱,1,周围神经病,1,50
关节炎,1,脑血管病,1,50
支气管炎,1,甲状腺功能减退症,1,50
皮炎,1,高脂血症,1,50
肠道菌群失调,1,食管炎,1,50
水肿,0,精神和行为障碍,1,49
消化不良,0,精神和行为障碍,1,49
消化不良,0,肠道菌群失调,1,49
白内障,1,高血压,1,49
肠道菌群失调,1,胃炎,1,49
水肿,0,静脉曲张,0,48
咳嗽,0,咽炎,1,47
关节痛,0,呼吸道感染,1,47
消化不良,0,糖尿病,1,47
糖尿病,1,贫血,1,47
高血压,1,鼻炎,1,47
冠心病,1,鼻炎,1,47
叶酸缺乏,1,精神和行为障碍,1,47
消化不良,0,消化性溃疡,1,46
胃炎,1,腹痛,0,46
前列腺增生,1,肾功能不全,1,46
甲状腺功能减退症,1,精神和行为障碍,1,46
叶酸缺乏,1,糖尿病,1,46
头晕,0,头痛,0,45
冠心病,1,食管炎,1,45
尿路感染,1,癌症,1,45
眩晕,0,血瘀证,1,44
腰痛,0,高脂血症,1,44
叶酸缺乏,1,维生素缺乏,1,44
尿路感染,1,高血压,1,44
关节痛,0,血瘀证,1,43
精神和行为障碍,1,静脉曲张,0,43
支气管炎,1,消化不良,0,43
贫血,1,高脂血症,1,43
支气管炎,1,贫血,1,43
代谢紊乱,1,前列腺增生,1,43
周围神经病,1,眼底病,1,43
肝损害,1,胃炎,1,43
咽炎,1,高血压,1,43
低血糖症,1,脑血管病,1,43
便秘,0,心律失常,1,42
冠心病,1,咽炎,1,42
水肿,0,骨质疏松症,1,41
胸闷,0,脑血管病,1,41
冠心病,1,干眼症,1,41
冠心病,1,白内障,1,41
代谢紊乱,1,心律失常,1,41
甲状腺功能减退症,1,脑血管病,1,41
冠心病,1,胃肠功能紊乱,1,41
便秘,0,关节痛,0,40
胸痛,0,高血压,1,40
腰痛,0,骨质疏松症,1,40
便秘,0,前列腺增生,1,40
关节痛,0,胃炎,1,40
结膜炎,1,高血压,1,40
叶酸缺乏,1,周围神经病,1,40
食管炎,1,高脂血症,1,40
眩晕,0,高血压,1,39
便秘,0,帕金森病,1,39
代谢紊乱,1,维生素缺乏,1,39
支气管炎,1,消化性溃疡,1,39
糖尿病,1,食管炎,1,39
低血糖症,1,肾小球疾病,1,39
前列腺增生,1,精神和行为障碍,1,39
精神和行为障碍,1,颈椎退行性疾病,1,39
胃肠功能紊乱,1,腹胀,0,38
尿路感染,1,糖尿病,1,38
帕金森病,1,高脂血症,1,38
呼吸道感染,1,肺部感染,1,38
头晕,0,胸闷,0,37
动脉粥样硬化,1,头痛,0,37
冠心病,1,水肿,0,37
周围神经病,1,神经官能症,1,37
干眼症,1,高血压,1,37
肝损害,1,胃肠功能紊乱,1,37
代谢紊乱,1,甲状腺功能减退症,1,37
支气管炎,1,皮炎,1,37
呼吸道感染,1,胃肠功能紊乱,1,37
贫血,1,骨质疏松症,1,37
咳嗽,0,高脂血症,1,36
动脉粥样硬化,1,静脉曲张,0,36
代谢紊乱,1,关节炎,1,36
动脉硬化,1,精神和行为障碍,1,36
精神和行为障碍,1,胸闷,0,35
支气管炎,1,肺部感染,1,35
动脉粥样硬化,1,脑卒中,1,35
周围神经病,1,骨质疏松症,1,35
动脉硬化,1,支气管炎,1,35
低血糖症,1,静脉曲张,0,34
动脉粥样硬化,1,胸闷,0,34
呼吸道感染,1,消化不良,0,34
肝功能异常,1,脑血管病,1,34
糖尿病,1,肝损害,1,34
关节炎,1,呼吸道感染,1,34
胃肠功能紊乱,1,高血压,1,34
腹胀,0,食管炎,1,33
咳嗽,0,脑血管病,1,33
糖尿病,1,腰痛,0,33
关节炎,1,胃炎,1,33
肝损害,1,食管炎,1,33
胃肠功能紊乱,1,高脂血症,1,33
咽炎,1,糖尿病,1,33
前列腺增生,1,动脉粥样硬化,1,33
心律失常,1,支气管炎,1,33
头痛,0,糖尿病,1,32
消化不良,0,脑血管病,1,32
代谢紊乱,1,静脉曲张,0,32
支气管炎,1,静脉曲张,0,32
呼吸道感染,1,头痛,0,32
肝损害,1,肠道菌群失调,1,32
咽炎,1,高脂血症,1,32
冠心病,1,结膜炎,1,32
结膜炎,1,高脂血症,1,32
便秘,0,周围神经病,1,31
动脉粥样硬化,1,水肿,0,31
糖尿病,1,胸闷,0,31
肾功能不全,1,贫血,1,31
慢性阻塞性肺疾病,1,支气管炎,1,31
代谢紊乱,1,消化性溃疡,1,31
帕金森病,1,神经官能症,1,31
癫痫,1,高血压,1,31
白内障,1,脑血管病,1,31
呼吸道感染,1,维生素缺乏,1,31
精神和行为障碍,1,血瘀证,1,30
精神和行为障碍,1,肾小球疾病,1,30
低血糖症,1,支气管炎,1,30
血瘀证,1,高血压,1,30
动脉粥样硬化,1,贫血,1,30
便秘,0,维生素缺乏,1,29
头晕,0,心律失常,1,29
眩晕,0,精神和行为障碍,1,29
便秘,0,关节炎,1,29
便秘,0,肾功能不全,1,29
关节炎,1,精神和行为障碍,1,29
动脉粥样硬化,1,癫痫,1,29
便秘,0,头晕,0,28
便秘,0,肠道菌群失调,1,28
周围神经病,1,水肿,0,28
关节炎,1,腰痛,0,28
脂肪肝,1,高血压,1,28
湿疹,1,皮肤感染,1,28
脂肪肝,1,高脂血症,1,28
尿路感染,1,高脂血症,1,28
消化性溃疡,1,脑血管病,1,28
代谢紊乱,1,动脉硬化,1,28
癌症,1,骨质疏松症,1,28
尿路感染,1,脑血管病,1,28
脑血管病,1,贫血,1,28
咽炎,1,鼻炎,1,28
头晕,0,脑动脉硬化,1,27
动脉粥样硬化,1,皮炎,1,27
颈椎退行性疾病,1,高血压,1,27
干眼症,1,高脂血症,1,27
肝损害,1,高脂血症,1,27
结膜炎,1,脑血管病,1,27
咽炎,1,脑血管病,1,27
低血糖症,1,精神和行为障碍,1,27
头晕,0,血瘀证,1,26
便秘,0,甲状腺功能减退症,1,26
消化性溃疡,1,腹痛,0,26
呼吸道感染,1,胸闷,0,26
动脉粥样硬化,1,帕金森病,1,26
皮炎,1,精神和行为障碍,1,26
精神和行为障碍,1,肾功能不全,1,26
多系统萎缩,1,脑血管病,1,26
湿疹,1,皮炎,1,26
PCI术后,1,糖尿病,1,26
冠心病,1,肝损害,1,26
冠心病,1,脂肪肝,1,26
糖尿病,1,软组织感染,1,26
呼吸道感染,1,肾小球疾病,1,26
白内障,1,高脂血症,1,26
头痛,0,支气管炎,1,25
咳嗽,0,精神和行为障碍,1,25
前列腺增生,1,呼吸道感染,1,25
代谢紊乱,1,贫血,1,25
消化性溃疡,1,胃肠功能紊乱,1,25
支气管炎,1,胸闷,0,24
低血糖症,1,便秘,0,24
冠心病,1,白细胞减少,1,24
支气管哮喘,1,高血压,1,24
动脉硬化,1,甲状腺功能减退症,1,24
皮炎,1,骨质疏松症,1,24
颈椎退行性疾病,1,高脂血症,1,24
便秘,0,腰痛,0,23
头痛,0,神经官能症,1,23
便秘,0,胃肠功能紊乱,1,23
便秘,0,消化性溃疡,1,23
周围神经病,1,支气管炎,1,23
叶酸缺乏,1,骨质疏松症,1,23
帕金森病,1,骨质疏松症,1,23
支气管炎,1,胃肠功能紊乱,1,23
支气管炎,1,维生素缺乏,1,23
皮炎,1,皮肤感染,1,23
便秘,0,静脉曲张,0,22
便秘,0,咽炎,1,22
发热,0,肺部感染,1,22
胸痛,0,高脂血症,1,22
精神和行为障碍,1,腰痛,0,22
周围神经病,1,静脉曲张,0,22
动脉粥样硬化,1,消化性溃疡,1,22
前列腺增生,1,鼻炎,1,22
咽炎,1,精神和行为障碍,1,22
结膜炎,1,骨质疏松症,1,22
呼吸道感染,1,甲状腺功能减退症,1,22
支气管哮喘,1,鼻炎,1,22
支气管炎,1,食管炎,1,22
冠心病,1,支气管哮喘,1,22
冠心病,1,尿路感染,1,22
眩晕,0,胸闷,0,21
便秘,0,食管炎,1,21
头晕,0,支气管炎,1,21
便秘,0,癫痫,1,21
冠心病,1,眩晕,0,21
周围神经病,1,头晕,0,21
呼吸道感染,1,腰痛,0,21
周围神经病,1,干眼症,1,21
肝损害,1,高血压,1,21
低血糖症,1,呼吸道感染,1,21
低血糖症,1,甲状腺功能减退症,1,21
神经痛,1,脑血管病,1,21
呼吸道感染,1,心律失常,1,21
心律失常,1,胃炎,1,21
代谢紊乱,1,胃炎,1,21
眼底病,1,高血压,1,21
尿路感染,1,支气管炎,1,21
糖尿病,1,脑卒中,1,21
干眼症,1,白内障术后,1,21
消化性溃疡,1,肠道菌群失调,1,21
便秘,0,咳嗽,0,20
咳嗽,0,胸闷,0,20
关节痛,0,胸闷,0,20
腹痛,0,腹胀,0,20
咳嗽,0,湿疹,1,20
支气管炎,1,腰痛,0,20
脑血管病,1,腰痛,0,20
代谢紊乱,1,关节痛,0,20
呼吸道感染,1,头晕,0,20
代谢紊乱,1,水肿,0,20
前列腺增生,1,静脉曲张,0,20
食管炎,1,骨质疏松症,1,20
癫痫,1,神经官能症,1,20
糖尿病,1,肠道菌群失调,1,20
多系统萎缩,1,精神和行为障碍,1,20
动脉硬化,1,肾小球疾病,1,20
关节炎,1,颈椎退行性疾病,1,20
关节痛,0,眩晕,0,19
便秘,0,胸闷,0,19
便秘,0,血瘀证,1,19
头晕,0,颈椎退行性疾病,1,19
头晕,0,骨质疏松症,1,19
咳嗽,0,血瘀证,1,19
肠道菌群失调,1,腹痛,0,19
动脉粥样硬化,1,消化不良,0,19
关节炎,1,水肿,0,19
胃肠功能紊乱,1,腹痛,0,19
消化性溃疡,1,精神和行为障碍,1,19
动脉粥样硬化,1,食管炎,1,19
冠心病,1,肺部感染,1,19
消化性溃疡,1,肾功能不全,1,19
干眼症,1,脑血管病,1,19
呼吸道感染,1,支气管哮喘,1,19
消化不良,0,腹痛,0,18
腹痛,0,食管炎,1,18
消化不良,0,骨质疏松症,1,18
消化不良,0,肝损害,1,18
动脉硬化,1,静脉曲张,0,18
低血糖症,1,动脉硬化,1,18
精神和行为障碍,1,贫血,1,18
精神和行为障碍,1,鼻炎,1,18
支气管炎,1,结膜炎,1,18
周围神经病,1,结膜炎,1,18
糖尿病,1,肝功能异常,1,18
前列腺增生,1,胃炎,1,18
心律失常,1,骨质疏松症,1,18
呼吸道感染,1,慢性阻塞性肺疾病,1,18
周围神经病,1,颈椎退行性疾病,1,18
代谢紊乱,1,尿路感染,1,18
心律失常,1,血瘀证,1,18
关节炎,1,动脉粥样硬化,1,18
尿路感染,1,骨质疏松症,1,18
关节痛,0,咳嗽,0,17
关节痛,0,皮炎,1,17
便秘,0,神经官能症,1,17
咳嗽,0,糖尿病,1,17
冠心病,1,胸痛,0,17
关节炎,1,关节痛,0,17
皮炎,1,脑血管病,1,17
动脉粥样硬化,1,脑动脉硬化,1,17
白细胞减少,1,高血压,1,17
白细胞减少,1,高脂血症,1,17
肝损害,1,骨质疏松症,1,17
PCI术后,1,代谢紊乱,1,17
冠心病,1,脑动脉硬化,1,17
动脉粥样硬化,1,结膜炎,1,17
动脉粥样硬化,1,咽炎,1,17
神经官能症,1,维生素缺乏,1,17
代谢紊乱,1,呼吸道感染,1,17
冠心病,1,帕金森病,1,17
神经痛,1,精神和行为障碍,1,17
胃肠功能紊乱,1,骨质疏松症,1,17
动脉粥样硬化,1,鼻炎,1,17
便秘,0,叶酸缺乏,1,16
便秘,0,尿路感染,1,16
代谢紊乱,1,消化不良,0,16
心律失常,1,眩晕,0,16
代谢紊乱,1,肝功能异常,1,16
肺部感染,1,高脂血症,1,16
动脉粥样硬化,1,肝功能异常,1,16
动脉硬化,1,呼吸道感染,1,16
代谢紊乱,1,低血糖症,1,16
颈椎退行性疾病,1,骨质疏松症,1,16
咽炎,1,骨质疏松症,1,16
白内障,1,骨质疏松症,1,16
冠心病,1,癫痫,1,16
关节炎,1,周围神经病,1,16
前列腺增生,1,心律失常,1,16
湿疹,1,高血压,1,16
精神和行为障碍,1,胃肠功能紊乱,1,16
肾功能不全,1,胃炎,1,16
动脉硬化,1,动脉粥样硬化,1,16
眼底病,1,糖尿病,1,16
精神和行为障碍,1,食管炎,1,16
甲状腺功能减退症,1,肾小球疾病,1,16
关节痛,0,腰痛,0,15
头晕,0,癫痫,1,15
便秘,0,肝功能异常,1,15
发热,0,支气管炎,1,15
关节痛,0,动脉硬化,1,15
代谢紊乱,1,头晕,0,15
肠道菌群失调,1,腹胀,0,15
肾小球疾病,1,静脉曲张,0,15
冠心病,1,癌症,1,15
脑血管病,1,鼻炎,1,15
维生素缺乏,1,胃炎,1,15
前列腺增生,1,维生素缺乏,1,15
高脂血症,1,鼻炎,1,15
呼吸道感染,1,消化性溃疡,1,15
白内障术后,1,眼底病,1,15
精神和行为障碍,1,结膜炎,1,15
动脉硬化,1,胃炎,1,15
白细胞减少,1,贫血,1,15
干眼症,1,骨质疏松症,1,15
动脉粥样硬化,1,脂肪肝,1,15
前列腺增生,1,肾小球疾病,1,15
胸闷,0,骨质疏松症,1,14
便秘,0,动脉硬化,1,14
便秘,0,癌症,1,14
关节痛,0,肾小球疾病,1,14
前列腺增生,1,消化不良,0,14
代谢紊乱,1,胸闷,0,14
支气管炎,1,白内障,1,14
前列腺增生,1,白内障,1,14
肺部感染,1,高血压,1,14
肝功能异常,1,骨质疏松症,1,14
动脉粥样硬化,1,尿路感染,1,14
胃肠功能紊乱,1,脑血管病,1,14
周围神经病,1,呼吸道感染,1,14
呼吸道感染,1,结膜炎,1,14
消化性溃疡,1,肝损害,1,14
肝损害,1,脑血管病,1,14
支气管炎,1,血瘀证,1,14
便秘,0,肾小球疾病,1,13
头痛,0,脑动脉硬化,1,13
关节炎,1,消化不良,0,13
低血糖症,1,关节痛,0,13
呼吸道感染,1,静脉曲张,0,13
心律失常,1,胸痛,0,13
关节炎,1,静脉曲张,0,13
胃炎,1,胸闷,0,13
冠心病,1,湿疹,1,13
呼吸道感染,1,肾功能不全,1,13
眼底病,1,脑血管病,1,13
冠心病,1,脑卒中,1,13
呼吸道感染,1,皮炎,1,13
甲状腺功能减退症,1,维生素缺乏,1,13
支气管哮喘,1,精神和行为障碍,1,13
关节炎,1,鼻炎,1,13
周围神经病,1,帕金森病,1,13
支气管炎,1,癌症,1,13
便秘,0,腹胀,0,12
便秘,0,水肿,0,12
咳嗽,0,骨质疏松症,1,12
便秘,0,皮炎,1,12
腰椎退行性病变,1,腰痛,0,12
维生素缺乏,1,静脉曲张,0,12
动脉硬化,1,头晕,0,12
癌症,1,高血压,1,12
前列腺增生,1,贫血,1,12
周围神经病,1,神经痛,1,12
咽炎,1,胃炎,1,12
神经官能症,1,脑动脉硬化,1,12
支气管炎,1,肝功能异常,1,12
肾功能不全,1,鼻炎,1,12
代谢紊乱,1,皮炎,1,12
白内障术后,1,结膜炎,1,12
糖尿病,1,鼻炎,1,12
消化性溃疡,1,肾小球疾病,1,12
冠心病,1,颈椎退行性疾病,1,12
关节痛,0,静脉曲张,0,11
头痛,0,眩晕,0,11
便秘,0,腹痛,0,11
眩晕,0,高脂血症,1,11
咳嗽,0,鼻炎,1,11
便秘,0,干眼症,1,11
便秘,0,鼻炎,1,11
头痛,0,神经痛,1,11
关节痛,0,前列腺增生,1,11
咳嗽,0,胃炎,1,11
静脉曲张,0,鼻炎,1,11
消化不良,0,肾功能不全,1,11
咳嗽,0,心律失常,1,11
消化不良,0,肝功能异常,1,11
支气管炎,1,眩晕,0,11
肝损害,1,腹痛,0,11
胃炎,1,静脉曲张,0,11
白细胞减少,1,糖尿病,1,11
关节炎,1,肾功能不全,1,11
血瘀证,1,高脂血症,1,11
代谢紊乱,1,癌症,1,11
呼吸道感染,1,血瘀证,1,11
肾小球疾病,1,贫血,1,11
皮肤感染,1,神经痛,1,11
尿路感染,1,肾功能不全,1,11
癌症,1,血瘀证,1,11
肠道菌群失调,1,高血压,1,11
软组织感染,1,高血压,1,11
周围神经病,1,脑动脉硬化,1,11
呼吸道感染,1,食管炎,1,11
前列腺增生,1,消化性溃疡,1,11
骨质疏松症,1,鼻炎,1,11
代谢紊乱,1,鼻炎,1,11
干眼症,1,支气管炎,1,11
腰椎退行性病变,1,高血压,1,11
咳嗽,0,眩晕,0,10
便秘,0,头痛,0,10
关节痛,0,消化性溃疡,1,10
便秘,0,贫血,1,10
水肿,0,眼底病,1,10
眩晕,0,骨质疏松症,1,10
动脉粥样硬化,1,腰痛,0,10
周围神经病,1,头痛,0,10
支气管炎,1,水肿,0,10
呼吸道感染,1,眩晕,0,10
消化性溃疡,1,腹胀,0,10
PCI术后,1,动脉粥样硬化,1,10
胃炎,1,贫血,1,10
代谢紊乱,1,食管炎,1,10
糖尿病,1,颈椎退行性疾病,1,10
动脉粥样硬化,1,肝损害,1,10
动脉粥样硬化,1,颈椎退行性疾病,1,10
代谢紊乱,1,胃肠功能紊乱,1,10
牙周炎,1,高血压,1,10
精神和行为障碍,1,肝功能异常,1,10
动脉硬化,1,周围神经病,1,10
支气管哮喘,1,高脂血症,1,10
前列腺增生,1,周围神经病,1,10
湿疹,1,高脂血症,1,10
脑血管病,1,食管炎,1,10
甲状腺功能减退症,1,胃炎,1,10
关节炎,1,肾小球疾病,1,10
皮炎,1,胃炎,1,10
神经官能症,1,糖尿病,1,10
关节炎,1,前列腺增生,1,10
肾小球疾病,1,胃炎,1,10
维生素缺乏,1,肾小球疾病,1,10
支气管炎,1,白细胞减少,1,10
关节炎,1,维生素缺乏,1,10
关节炎,1,肝功能异常,1,10
关节炎,1,心律失常,1,10
癫痫,1,骨质疏松症,1,10
冠心病,1,牙周炎,1,10
结膜炎,1,鼻炎,1,10
