source,source_type,target,target_type,weight
冠心病,1,脂肪肝,1,20
颈椎退行性疾病,1,骨质疏松症,1,20
动脉硬化,1,甲状腺功能减退症,1,20
白细胞减少,1,糖尿病,1,20
胸痛,0,胸闷,0,19
便秘,0,腹胀,0,19
便秘,0,头晕,0,19
咳嗽,0,血瘀证,1,19
关节炎,1,水肿,0,19
精神和行为障碍,1,腰痛,0,19
代谢紊乱,1,静脉曲张,0,19
心律失常,1,骨质疏松症,1,19
动脉粥样硬化,1,肝功能异常,1,19
周围神经病,1,颈椎退行性疾病,1,19
关节炎,1,颈椎退行性疾病,1,19
心律失常,1,支气管炎,1,19
尿路感染,1,脑血管病,1,19
动脉粥样硬化,1,帕金森病,1,19
周围神经病,1,白内障,1,19
周围神经病,1,呼吸道感染,1,19
结膜炎,1,骨质疏松症,1,19
精神和行为障碍,1,食管炎,1,19
咽炎,1,脑血管病,1,19
便秘,0,肾小球疾病,1,18
便秘,0,尿路感染,1,18
慢性阻塞性肺疾病,1,支气管哮喘,1,18
呼吸道感染,1,慢性阻塞性肺疾病,1,18
白内障,1,脑血管病,1,18
尿路感染,1,高血压,1,18
尿路感染,1,高脂血症,1,18
呼吸道感染,1,胃肠功能紊乱,1,18
前列腺增生,1,呼吸道感染,1,18
前列腺增生,1,胃炎,1,18
动脉粥样硬化,1,脑动脉硬化,1,18
支气管炎,1,皮炎,1,18
冠心病,1,干眼症,1,18
结膜炎,1,脑血管病,1,18
精神和行为障碍,1,肝功能异常,1,18
周围神经病,1,结膜炎,1,18
精神和行为障碍,1,贫血,1,18
眩晕,0,胸闷,0,17
便秘,0,肝损害,1,17
头痛,0,支气管炎,1,17
便秘,0,叶酸缺乏,1,17
咳嗽,0,精神和行为障碍,1,17
关节炎,1,关节痛,0,17
关节炎,1,支气管哮喘,1,17
胃肠功能紊乱,1,高血压,1,17
咽炎,1,胃炎,1,17
胃炎,1,贫血,1,17
支气管哮喘,1,高脂血症,1,17
肺部感染,1,高血压,1,17
白内障术后,1,眼底病,1,17
动脉粥样硬化,1,消化性溃疡,1,17
精神和行为障碍,1,颈椎退行性疾病,1,17
尿路感染,1,支气管炎,1,17
关节痛,0,咳嗽,0,16
关节痛,0,胸闷,0,16
关节痛,0,腰痛,0,16
头痛,0,血瘀证,1,16
支气管炎,1,胸闷,0,16
糖尿病,1,血瘀证,1,16
呼吸道感染,1,甲状腺功能减退症,1,16
冠心病,1,肺部感染,1,16
脑血管病,1,鼻炎,1,16
低血糖症,1,动脉硬化,1,16
冠心病,1,尿路感染,1,16
肝损害,1,脂肪肝,1,16
支气管炎,1,食管炎,1,16
血瘀证,1,高脂血症,1,16
支气管哮喘,1,脑血管病,1,16
关节痛,0,头晕,0,15
便秘,0,关节炎,1,15
消化不良,0,肾功能不全,1,15
咳嗽,0,脑血管病,1,15
头晕,0,帕金森病,1,15
低血糖症,1,静脉曲张,0,15
消化性溃疡,1,腹痛,0,15
呼吸道感染,1,胸闷,0,15
皮肤感染,1,神经痛,1,15
冠心病,1,脑动脉硬化,1,15
湿疹,1,皮炎,1,15
动脉硬化,1,支气管炎,1,15
高脂血症,1,鼻炎,1,15
白细胞减少,1,高血压,1,15
低血糖症,1,呼吸道感染,1,15
动脉粥样硬化,1,皮炎,1,15
周围神经病,1,神经官能症,1,15
支气管哮喘,1,糖尿病,1,15
前列腺增生,1,心律失常,1,15
关节炎,1,肝功能异常,1,15
帕金森病,1,神经官能症,1,15
便秘,0,腰痛,0,14
腹痛,0,高血压,1,14
便秘,0,咽炎,1,14
头晕,0,颈椎退行性疾病,1,14
便秘,0,动脉硬化,1,14
发热,0,支气管炎,1,14
关节痛,0,咽炎,1,14
呼吸道感染,1,静脉曲张,0,14
腰椎退行性病变,1,腰痛,0,14
动脉粥样硬化,1,胸痛,0,14
前列腺增生,1,静脉曲张,0,14
支气管炎,1,癌症,1,14
冠心病,1,湿疹,1,14
呼吸道感染,1,消化性溃疡,1,14
支气管炎,1,结膜炎,1,14
冠心病,1,胃肠功能紊乱,1,14
支气管炎,1,胃肠功能紊乱,1,14
动脉硬化,1,肾小球疾病,1,14
前列腺增生,1,支气管哮喘,1,14
动脉硬化,1,维生素缺乏,1,14
呼吸道感染,1,肾小球疾病,1,14
腹痛,0,腹胀,0,13
头晕,0,骨质疏松症,1,13
头痛,0,神经痛,1,13
周围神经病,1,静脉曲张,0,13
前列腺增生,1,消化不良,0,13
呼吸道感染,1,胸痛,0,13
呼吸道感染,1,头晕,0,13
咽炎,1,精神和行为障碍,1,13
低血糖症,1,支气管炎,1,13
精神和行为障碍,1,胃肠功能紊乱,1,13
癌症,1,精神和行为障碍,1,13
动脉粥样硬化,1,肝损害,1,13
精神和行为障碍,1,鼻炎,1,13
呼吸道感染,1,结膜炎,1,13
前列腺增生,1,周围神经病,1,13
动脉粥样硬化,1,咽炎,1,13
代谢紊乱,1,低血糖症,1,13
肝功能异常,1,骨质疏松症,1,13
皮炎,1,骨质疏松症,1,13
冠心病,1,白细胞减少,1,13
糖尿病,1,脂肪肝,1,13
支气管炎,1,白细胞减少,1,13
关节痛,0,动脉硬化,1,12
头痛,0,骨质疏松症,1,12
便秘,0,周围神经病,1,12
周围神经病,1,水肿,0,12
支气管炎,1,腰痛,0,12
周围神经病,1,头痛,0,12
支气管炎,1,眩晕,0,12
糖尿病,1,鼻炎,1,12
代谢紊乱,1,肝功能异常,1,12
甲状腺功能减退症,1,胃炎,1,12
代谢紊乱,1,消化性溃疡,1,12
白细胞减少,1,高脂血症,1,12
呼吸道感染,1,血瘀证,1,12
皮炎,1,精神和行为障碍,1,12
咽炎,1,骨质疏松症,1,12
前列腺增生,1,消化性溃疡,1,12
动脉粥样硬化,1,鼻炎,1,12
多系统萎缩,1,高脂血症,1,12
尿路感染,1,精神和行为障碍,1,12
关节痛,0,眩晕,0,11
关节痛,0,肾功能不全,1,11
便秘,0,甲状腺功能减退症,1,11
头痛,0,脑动脉硬化,1,11
便秘,0,肾功能不全,1,11
头晕,0,支气管炎,1,11
头晕,0,维生素缺乏,1,11
呼吸道感染,1,腰痛,0,11
脑血管病,1,腰痛,0,11
精神和行为障碍,1,胸痛,0,11
心律失常,1,胸痛,0,11
低血糖症,1,水肿,0,11
代谢紊乱,1,水肿,0,11
呼吸道感染,1,肾功能不全,1,11
前列腺增生,1,血瘀证,1,11
血瘀证,1,骨质疏松症,1,11
慢性阻塞性肺疾病,1,鼻炎,1,11
帕金森病,1,维生素缺乏,1,11
肝损害,1,骨质疏松症,1,11
冠心病,1,帕金森病,1,11
关节炎,1,前列腺增生,1,11
呼吸道感染,1,皮炎,1,11
肝损害,1,脑血管病,1,11
动脉粥样硬化,1,颈椎退行性疾病,1,11
心律失常,1,胃炎,1,11
糖尿病,1,脑卒中,1,11
癫痫,1,肝功能异常,1,11
胃炎,1,鼻炎,1,11
支气管炎,1,白内障,1,11
便秘,0,咳嗽,0,10
关节痛,0,甲状腺功能减退症,1,10
腰痛,0,血瘀证,1,10
动脉粥样硬化,1,腰痛,0,10
支气管炎,1,水肿,0,10
消化性溃疡,1,静脉曲张,0,10
动脉硬化,1,静脉曲张,0,10
咽炎,1,消化不良,0,10
冠心病,1,腹痛,0,10
代谢紊乱,1,支气管哮喘,1,10
前列腺增生,1,皮炎,1,10
脑血管病,1,食管炎,1,10
干眼症,1,脑血管病,1,10
呼吸道感染,1,食管炎,1,10
癌症,1,软组织感染,1,10
支气管炎,1,肝功能异常,1,10
冠心病,1,脑卒中,1,10
周围神经病,1,胃炎,1,10
白内障,1,精神和行为障碍,1,10
代谢紊乱,1,白细胞减少,1,10
胃炎,1,脂肪肝,1,10
胃肠功能紊乱,1,高脂血症,1,10
PCI术后,1,精神和行为障碍,1,10
脂肪肝,1,骨质疏松症,1,10
咳嗽,0,胸闷,0,9
便秘,0,头痛,0,9
便秘,0,癌症,1,9
眩晕,0,糖尿病,1,9
胸闷,0,骨质疏松症,1,9
消化不良,0,贫血,1,9
关节痛,0,皮炎,1,9
关节痛,0,结膜炎,1,9
肝损害,1,腹痛,0,9
周围神经病,1,腰痛,0,9
肝损害,1,腹胀,0,9
支气管炎,1,胸痛,0,9
脑动脉硬化,1,脑卒中,1,9
湿疹,1,高血压,1,9
动脉硬化,1,动脉粥样硬化,1,9
叶酸缺乏,1,支气管炎,1,9
前列腺增生,1,动脉硬化,1,9
神经官能症,1,维生素缺乏,1,9
甲状腺功能减退症,1,肾小球疾病,1,9
糖尿病,1,肠道菌群失调,1,9
PCI术后,1,代谢紊乱,1,9
白细胞减少,1,骨质疏松症,1,9
肺部感染,1,高脂血症,1,9
低血糖症,1,甲状腺功能减退症,1,9
支气管炎,1,脂肪肝,1,9
帕金森病,1,癫痫,1,9
支气管炎,1,血瘀证,1,9
关节炎,1,甲状腺功能减退症,1,9
干眼症,1,高脂血症,1,9
精神和行为障碍,1,肠道菌群失调,1,9
胃肠功能紊乱,1,骨质疏松症,1,9
干眼症,1,精神和行为障碍,1,9
眼底病,1,脑血管病,1,9
神经痛,1,高脂血症,1,9
精神和行为障碍,1,肺癌,1,9
心律失常,1,肾功能不全,1,9
慢性阻塞性肺疾病,1,精神和行为障碍,1,9
关节炎,1,鼻炎,1,9
白细胞减少,1,肝损害,1,9
尿路感染,1,肾功能不全,1,9
消化性溃疡,1,肾小球疾病,1,9
周围神经病,1,帕金森病,1,9
头晕,0,水肿,0,8
便秘,0,水肿,0,8
便秘,0,静脉曲张,0,8
咳嗽,0,眩晕,0,8
咳嗽,0,头晕,0,8
头晕,0,脑卒中,1,8
眩晕,0,骨质疏松症,1,8
关节痛,0,心律失常,1,8
水肿,0,眼底病,1,8
腹痛,0,高脂血症,1,8
动脉粥样硬化,1,消化不良,0,8
维生素缺乏,1,静脉曲张,0,8
心律失常,1,消化不良,0,8
代谢紊乱,1,腰痛,0,8
代谢紊乱,1,眩晕,0,8
关节炎,1,消化不良,0,8
叶酸缺乏,1,头晕,0,8
低血糖症,1,关节痛,0,8
动脉硬化,1,心律失常,1,8
心律失常,1,甲状腺功能减退症,1,8
甲状腺功能减退症,1,维生素缺乏,1,8
动脉粥样硬化,1,尿路感染,1,8
