source,source_type,target,target_type,weight
关节炎,1,颈椎退行性疾病,1,16
帕金森病,1,高血压,1,16
冠心病,1,鼻炎,1,16
前列腺增生,1,胃炎,1,16
便秘,0,消化性溃疡,1,15
腰痛,0,骨质疏松症,1,15
消化不良,0,糖尿病,1,15
肠道菌群失调,1,腹痛,0,15
支气管炎,1,胸闷,0,15
周围神经病,1,头晕,0,15
动脉粥样硬化,1,贫血,1,15
关节炎,1,呼吸道感染,1,15
结膜炎,1,脑血管病,1,15
精神和行为障碍,1,颈椎退行性疾病,1,15
脑血管病,1,贫血,1,15
心律失常,1,支气管炎,1,15
皮肤感染,1,神经痛,1,15
冠心病,1,干眼症,1,15
白内障术后,1,结膜炎,1,15
白内障,1,高血压,1,15
支气管哮喘,1,高血压,1,15
脑血管病,1,颈椎退行性疾病,1,15
心律失常,1,骨质疏松症,1,15
胃炎,1,脑血管病,1,15
动脉粥样硬化,1,肝功能异常,1,15
支气管哮喘,1,脑血管病,1,15
关节痛,0,腰痛,0,14
关节痛,0,精神和行为障碍,1,14
水肿,0,精神和行为障碍,1,14
关节痛,0,呼吸道感染,1,14
支气管炎,1,静脉曲张,0,14
动脉粥样硬化,1,胸痛,0,14
冠心病,1,腰痛,0,14
冠心病,1,水肿,0,14
周围神经病,1,头痛,0,14
癫痫,1,高血压,1,14
维生素缺乏,1,胃炎,1,14
前列腺增生,1,支气管炎,1,14
支气管哮喘,1,鼻炎,1,14
代谢紊乱,1,结膜炎,1,14
白内障,1,血瘀证,1,14
血瘀证,1,高血压,1,14
代谢紊乱,1,尿路感染,1,14
脑卒中,1,高血压,1,14
PCI术后,1,心律失常,1,14
低血糖症,1,支气管炎,1,14
癌症,1,骨质疏松症,1,14
支气管炎,1,维生素缺乏,1,14
精神和行为障碍,1,肾小球疾病,1,14
脑动脉硬化,1,高血压,1,14
精神和行为障碍,1,结膜炎,1,14
尿路感染,1,精神和行为障碍,1,14
消化不良,0,腹痛,0,13
水肿,0,骨质疏松症,1,13
便秘,0,胃肠功能紊乱,1,13
咳嗽,0,鼻炎,1,13
关节痛,0,冠心病,1,13
眩晕,0,精神和行为障碍,1,13
关节炎,1,腰痛,0,13
低血糖症,1,便秘,0,13
叶酸缺乏,1,头晕,0,13
胃肠功能紊乱,1,腹痛,0,13
结膜炎,1,高脂血症,1,13
周围神经病,1,神经痛,1,13
关节炎,1,维生素缺乏,1,13
冠心病,1,皮炎,1,13
前列腺增生,1,心律失常,1,13
多系统萎缩,1,精神和行为障碍,1,13
咽炎,1,精神和行为障碍,1,13
肝损害,1,脂肪肝,1,13
脑血管病,1,血瘀证,1,13
水肿,0,静脉曲张,0,12
头晕,0,骨质疏松症,1,12
便秘,0,心律失常,1,12
便秘,0,周围神经病,1,12
消化性溃疡,1,腹痛,0,12
尿路感染,1,肾功能不全,1,12
消化性溃疡,1,骨质疏松症,1,12
动脉硬化,1,支气管炎,1,12
颈椎退行性疾病,1,高脂血症,1,12
糖尿病,1,血瘀证,1,12
肾小球疾病,1,骨质疏松症,1,12
动脉硬化,1,动脉粥样硬化,1,12
代谢紊乱,1,甲状腺功能减退症,1,12
血瘀证,1,高脂血症,1,12
肝功能异常,1,脂肪肝,1,12
眩晕,0,糖尿病,1,11
腹痛,0,食管炎,1,11
头晕,0,脑动脉硬化,1,11
便秘,0,前列腺增生,1,11
便秘,0,癌症,1,11
脑血管病,1,腰痛,0,11
呼吸道感染,1,胸闷,0,11
代谢紊乱,1,肾小球疾病,1,11
冠心病,1,帕金森病,1,11
代谢紊乱,1,肝损害,1,11
皮炎,1,高血压,1,11
消化性溃疡,1,脑血管病,1,11
PCI术后,1,糖尿病,1,11
糖尿病,1,胃肠功能紊乱,1,11
肝损害,1,胃肠功能紊乱,1,11
心律失常,1,血瘀证,1,11
支气管炎,1,甲状腺功能减退症,1,11
支气管哮喘,1,高脂血症,1,11
周围神经病,1,颈椎退行性疾病,1,11
低血糖症,1,甲状腺功能减退症,1,11
皮炎,1,脑血管病,1,11
动脉粥样硬化,1,肝损害,1,11
颈椎退行性疾病,1,高血压,1,11
精神和行为障碍,1,肠道菌群失调,1,11
咽炎,1,高脂血症,1,11
胸痛,0,胸闷,0,10
咳嗽,0,高脂血症,1,10
胸闷,0,骨质疏松症,1,10
关节痛,0,脑血管病,1,10
代谢紊乱,1,静脉曲张,0,10
低血糖症,1,水肿,0,10
动脉粥样硬化,1,静脉曲张,0,10
动脉硬化,1,头晕,0,10
代谢紊乱,1,眩晕,0,10
冠心病,1,咳嗽,0,10
关节炎,1,眩晕,0,10
糖尿病,1,脑卒中,1,10
周围神经病,1,帕金森病,1,10
支气管哮喘,1,食管炎,1,10
甲状腺功能减退症,1,精神和行为障碍,1,10
咽炎,1,骨质疏松症,1,10
低血糖症,1,动脉硬化,1,10
心律失常,1,胃炎,1,10
神经痛,1,糖尿病,1,10
精神和行为障碍,1,胃肠功能紊乱,1,10
肾小球疾病,1,脑血管病,1,10
高血压,1,鼻炎,1,10
PCI术后,1,精神和行为障碍,1,10
前列腺增生,1,骨质疏松症,1,10
周围神经病,1,癫痫,1,10
前列腺增生,1,动脉粥样硬化,1,10
动脉粥样硬化,1,胃炎,1,10
白细胞减少,1,高血压,1,10
便秘,0,静脉曲张,0,9
便秘,0,头晕,0,9
水肿,0,脑血管病,1,9
头痛,0,糖尿病,1,9
消化不良,0,骨质疏松症,1,9
咳嗽,0,高血压,1,9
便秘,0,关节炎,1,9
关节痛,0,胃炎,1,9
便秘,0,动脉硬化,1,9
便秘,0,咽炎,1,9
胃炎,1,静脉曲张,0,9
心律失常,1,消化不良,0,9
呼吸道感染,1,消化不良,0,9
动脉粥样硬化,1,眩晕,0,9
呼吸道感染,1,静脉曲张,0,9
代谢紊乱,1,腰痛,0,9
心律失常,1,胸痛,0,9
周围神经病,1,支气管炎,1,9
心律失常,1,肾功能不全,1,9
心律失常,1,维生素缺乏,1,9
周围神经病,1,血瘀证,1,9
动脉粥样硬化,1,消化性溃疡,1,9
代谢紊乱,1,消化性溃疡,1,9
动脉粥样硬化,1,帕金森病,1,9
叶酸缺乏,1,支气管炎,1,9
癌症,1,精神和行为障碍,1,9
干眼症,1,白内障术后,1,9
慢性阻塞性肺疾病,1,精神和行为障碍,1,9
糖尿病,1,软组织感染,1,9
精神和行为障碍,1,鼻炎,1,9
关节炎,1,支气管哮喘,1,9
关节炎,1,前列腺增生,1,9
关节炎,1,动脉粥样硬化,1,9
支气管炎,1,结膜炎,1,9
胃肠功能紊乱,1,高血压,1,9
尿路感染,1,骨质疏松症,1,9
冠心病,1,结膜炎,1,9
呼吸道感染,1,胃肠功能紊乱,1,9
肝损害,1,肠道菌群失调,1,9
慢性阻塞性肺疾病,1,鼻炎,1,9
关节痛,0,胸闷,0,8
便秘,0,关节痛,0,8
头晕,0,颈椎退行性疾病,1,8
头晕,0,神经官能症,1,8
便秘,0,维生素缺乏,1,8
关节痛,0,动脉粥样硬化,1,8
便秘,0,肾小球疾病,1,8
胸痛,0,脑血管病,1,8
头晕,0,脑卒中,1,8
便秘,0,癫痫,1,8
便秘,0,鼻炎,1,8
肝损害,1,腹胀,0,8
代谢紊乱,1,胸痛,0,8
前列腺增生,1,静脉曲张,0,8
关节炎,1,消化不良,0,8
肾功能不全,1,胃炎,1,8
PCI术后,1,脑血管病,1,8
前列腺增生,1,食管炎,1,8
消化性溃疡,1,肾功能不全,1,8
高脂血症,1,鼻炎,1,8
冠心病,1,白内障,1,8
白细胞减少,1,糖尿病,1,8
皮炎,1,骨质疏松症,1,8
干眼症,1,脑血管病,1,8
关节炎,1,干眼症,1,8
呼吸道感染,1,甲状腺功能减退症,1,8
食管炎,1,骨质疏松症,1,8
动脉粥样硬化,1,脑卒中,1,8
糖尿病,1,脂肪肝,1,8
白内障,1,高脂血症,1,8
皮炎,1,高脂血症,1,8
动脉硬化,1,呼吸道感染,1,8
动脉硬化,1,维生素缺乏,1,8
尿路感染,1,高脂血症,1,8
水肿,0,腰痛,0,7
咳嗽,0,精神和行为障碍,1,7
消化不良,0,鼻炎,1,7
头痛,0,神经痛,1,7
便秘,0,叶酸缺乏,1,7
头痛,0,脑动脉硬化,1,7
头痛,0,维生素缺乏,1,7
水肿,0,软组织感染,1,7
头晕,0,肝功能异常,1,7
胆道结石,1,腹痛,0,7
慢性阻塞性肺疾病,1,消化不良,0,7
关节炎,1,水肿,0,7
周围神经病,1,静脉曲张,0,7
动脉粥样硬化,1,腰痛,0,7
前列腺增生,1,消化不良,0,7
呼吸道感染,1,腰痛,0,7
前列腺增生,1,慢性阻塞性肺疾病,1,7
干眼症,1,高脂血症,1,7
胃肠功能紊乱,1,骨质疏松症,1,7
维生素缺乏,1,食管炎,1,7
关节炎,1,消化性溃疡,1,7
冠心病,1,血瘀证,1,7
帕金森病,1,骨质疏松症,1,7
代谢紊乱,1,食管炎,1,7
癫痫,1,维生素缺乏,1,7
支气管哮喘,1,骨质疏松症,1,7
动脉粥样硬化,1,结膜炎,1,7
肺部感染,1,高血压,1,7
动脉硬化,1,周围神经病,1,7
皮炎,1,精神和行为障碍,1,7
神经痛,1,高血压,1,7
呼吸道感染,1,皮炎,1,7
多系统萎缩,1,脑血管病,1,7
代谢紊乱,1,癫痫,1,7
周围神经病,1,胃炎,1,7
动脉粥样硬化,1,肾小球疾病,1,7
关节炎,1,叶酸缺乏,1,7
冠心病,1,肺部感染,1,7
脂肪肝,1,脑血管病,1,7
湿疹,1,皮炎,1,7
代谢紊乱,1,胃肠功能紊乱,1,7
冠心病,1,胃肠功能紊乱,1,7
癫痫,1,糖尿病,1,7
便秘,0,腹痛,0,6
咳嗽,0,胸闷,0,6
眩晕,0,胸闷,0,6
关节痛,0,动脉硬化,1,6
头痛,0,颈椎退行性疾病,1,6
便秘,0,贫血,1,6
消化不良,0,肾功能不全,1,6
水肿,0,胃炎,1,6
头晕,0,帕金森病,1,6
腹痛,0,高脂血症,1,6
消化不良,0,胆道结石,1,6
消化不良,0,维生素缺乏,1,6
头痛,0,神经官能症,1,6
咳嗽,0,脑血管病,1,6
腹痛,0,高血压,1,6
水肿,0,结膜炎,1,6
咳嗽,0,肺部感染,1,6
支气管哮喘,1,静脉曲张,0,6
支气管炎,1,消化不良,0,6
动脉粥样硬化,1,消化不良,0,6
动脉硬化,1,静脉曲张,0,6
低血糖症,1,头晕,0,6
周围神经病,1,眩晕,0,6
消化性溃疡,1,眩晕,0,6
精神和行为障碍,1,贫血,1,6
动脉硬化,1,叶酸缺乏,1,6
关节炎,1,肝功能异常,1,6
肝功能异常,1,胃炎,1,6
尿路感染,1,支气管炎,1,6
动脉粥样硬化,1,脂肪肝,1,6
低血糖症,1,呼吸道感染,1,6
冠心病,1,颈椎退行性疾病,1,6
结膜炎,1,维生素缺乏,1,6
神经官能症,1,高血压,1,6
动脉粥样硬化,1,脑动脉硬化,1,6
动脉硬化,1,肝损害,1,6
胃肠功能紊乱,1,高脂血症,1,6
精神和行为障碍,1,肝损害,1,6
慢性阻塞性肺疾病,1,骨质疏松症,1,6
周围神经病,1,呼吸道感染,1,6
胃肠功能紊乱,1,脑血管病,1,6
支气管哮喘,1,肾功能不全,1,6
糖尿病,1,鼻炎,1,6
代谢紊乱,1,咽炎,1,6
精神和行为障碍,1,肝功能异常,1,6
关节炎,1,肾功能不全,1,6
肠道菌群失调,1,骨质疏松症,1,6
白细胞减少,1,高脂血症,1,6
胃炎,1,贫血,1,6
肠道菌群失调,1,脂肪肝,1,6
神经官能症,1,高脂血症,1,6
脑白质变性,1,脑血管病,1,6
帕金森病,1,维生素缺乏,1,6
干眼症,1,骨质疏松症,1,6
甲状腺功能减退症,1,胃炎,1,6
支气管炎,1,消化性溃疡,1,6
肠道菌群失调,1,高血压,1,6
维生素缺乏,1,肾功能不全,1,6
尿路感染,1,脑血管病,1,6
咽炎,1,肾功能不全,1,6
胃炎,1,鼻炎,1,6
肠道菌群失调,1,脑血管病,1,6
白内障术后,1,维生素缺乏,1,6
前列腺增生,1,周围神经病,1,6
白细胞减少,1,肝损害,1,6
前列腺增生,1,肾囊肿,1,6
动脉粥样硬化,1,癫痫,1,6
前列腺增生,1,叶酸缺乏,1,6
PCI术后,1,代谢紊乱,1,6
便秘,0,头痛,0,5
头痛,0,心律失常,1,5
眩晕,0,骨质疏松症,1,5
消化不良,0,脑血管病,1,5
关节痛,0,周围神经病,1,5
头痛,0,癫痫,1,5
便秘,0,支气管哮喘,1,5
咽炎,1,胸闷,0,5
呼吸道感染,1,胸痛,0,5
叶酸缺乏,1,头痛,0,5
代谢紊乱,1,关节痛,0,5
动脉硬化,1,胸闷,0,5
冠心病,1,腹痛,0,5
代谢紊乱,1,胸闷,0,5
支气管炎,1,水肿,0,5
支气管炎,1,胸痛,0,5
咽炎,1,眩晕,0,5
代谢紊乱,1,消化不良,0,5
腰椎退行性病变,1,腰痛,0,5
代谢紊乱,1,帕金森病,1,5
皮肤感染,1,糖尿病,1,5
癌症,1,软组织感染,1,5
前列腺增生,1,帕金森病,1,5
咽炎,1,脑血管病,1,5
叶酸缺乏,1,呼吸道感染,1,5
颈椎退行性疾病,1,骨质疏松症,1,5
维生素缺乏,1,贫血,1,5
关节炎,1,心律失常,1,5
肠道菌群失调,1,高脂血症,1,5
胃炎,1,脂肪肝,1,5
消化性溃疡,1,维生素缺乏,1,5
低血糖症,1,肾小球疾病,1,5
周围神经病,1,肾小球疾病,1,5
前列腺增生,1,贫血,1,5
周围神经病,1,肝损害,1,5
呼吸道感染,1,食管炎,1,5
尿路感染,1,肾小球疾病,1,5
心律失常,1,肝损害,1,5
干眼症,1,精神和行为障碍,1,5
前列腺增生,1,肾小球疾病,1,5
糖尿病,1,肠道菌群失调,1,5
皮肤感染,1,高血压,1,5
