source,source_type,target,target_type,weight
腰椎退行性病变,1,骨质疏松症,1,73
糖尿病,1,肾功能不全,1,73
消化性溃疡,1,肠道菌群失调,1,73
便秘,0,动脉粥样硬化,1,71
动脉粥样硬化,1,叶酸缺乏,1,71
头痛,0,高血压,1,69
消化不良,0,肝损害,1,68
动脉粥样硬化,1,心律失常,1,68
静脉曲张,0,高血压,1,67
关节痛,0,高脂血症,1,67
冠心病,1,周围神经病,1,67
呼吸道感染,1,骨质疏松症,1,67
贫血,1,高血压,1,67
肝功能异常,1,高脂血症,1,66
肝功能异常,1,高血压,1,66
白内障,1,结膜炎,1,66
关节痛,0,冠心病,1,65
心律失常,1,胸闷,0,64
支气管炎,1,鼻炎,1,64
冠心病,1,甲状腺功能减退症,1,64
肾小球疾病,1,高脂血症,1,64
冠心病,1,叶酸缺乏,1,64
糖尿病,1,食管炎,1,64
头晕,0,糖尿病,1,63
癫痫,1,脑血管病,1,63
冠心病,1,维生素缺乏,1,63
胸痛,0,高血压,1,62
尿路感染,1,癌症,1,62
呼吸道感染,1,脑血管病,1,62
前列腺增生,1,糖尿病,1,61
肾功能不全,1,脑血管病,1,61
低血糖症,1,高脂血症,1,60
周围神经病,1,骨质疏松症,1,60
PCI术后,1,高血压,1,60
头晕,0,头痛,0,59
胃炎,1,腹痛,0,59
代谢紊乱,1,叶酸缺乏,1,59
关节炎,1,冠心病,1,59
动脉粥样硬化,1,肾功能不全,1,59
头痛,0,高脂血症,1,58
呼吸道感染,1,鼻炎,1,58
动脉粥样硬化,1,维生素缺乏,1,58
结膜炎,1,高血压,1,58
肝损害,1,胃肠功能紊乱,1,57
便秘,0,肠道菌群失调,1,56
肝损害,1,食管炎,1,56
肾功能不全,1,贫血,1,56
心律失常,1,脑血管病,1,56
消化性溃疡,1,高血压,1,55
动脉硬化,1,精神和行为障碍,1,55
周围神经病,1,腰椎退行性病变,1,55
动脉硬化,1,脑血管病,1,54
代谢紊乱,1,维生素缺乏,1,54
代谢紊乱,1,周围神经病,1,54
动脉粥样硬化,1,呼吸道感染,1,54
脑动脉硬化,1,脑血管病,1,53
周围神经病,1,眼底病,1,53
静脉曲张,0,骨质疏松症,1,52
脑卒中,1,脑血管病,1,52
心律失常,1,糖尿病,1,52
慢性阻塞性肺疾病,1,支气管炎,1,52
前列腺增生,1,脑血管病,1,52
关节痛,0,骨质疏松症,1,51
便秘,0,呼吸道感染,1,51
干眼症,1,糖尿病,1,51
代谢紊乱,1,贫血,1,51
甲状腺功能减退症,1,骨质疏松症,1,51
动脉粥样硬化,1,胸闷,0,50
消化性溃疡,1,高脂血症,1,50
静脉曲张,0,高脂血症,1,49
便秘,0,骨质疏松症,1,49
糖尿病,1,胸闷,0,49
脑血管病,1,静脉曲张,0,49
肝损害,1,肠道菌群失调,1,49
周围神经病,1,维生素缺乏,1,49
咽炎,1,鼻炎,1,48
脑血管病,1,血瘀证,1,48
头晕,0,血瘀证,1,47
胸痛,0,高脂血症,1,47
冠心病,1,静脉曲张,0,47
神经官能症,1,脑血管病,1,47
肾功能不全,1,骨质疏松症,1,47
食管炎,1,高血压,1,47
叶酸缺乏,1,糖尿病,1,47
支气管炎,1,胃炎,1,47
代谢紊乱,1,动脉硬化,1,47
糖尿病,1,腰痛,0,46
糖尿病,1,肝损害,1,46
关节炎,1,精神和行为障碍,1,46
消化性溃疡,1,肝损害,1,46
呼吸道感染,1,咳嗽,0,45
冠心病,1,肝功能异常,1,45
糖尿病,1,胃肠功能紊乱,1,45
前列腺增生,1,支气管炎,1,45
呼吸道感染,1,支气管哮喘,1,45
冠心病,1,贫血,1,45
干眼症,1,白内障,1,45
胃炎,1,骨质疏松症,1,45
关节炎,1,高脂血症,1,45
精神和行为障碍,1,脑动脉硬化,1,45
关节炎,1,糖尿病,1,45
动脉粥样硬化,1,甲状腺功能减退症,1,45
前列腺增生,1,癌症,1,44
维生素缺乏,1,骨质疏松症,1,43
腹胀,0,食管炎,1,42
呼吸道感染,1,肺部感染,1,42
前列腺增生,1,精神和行为障碍,1,42
头晕,0,胸闷,0,41
消化不良,0,高血压,1,41
便秘,0,食管炎,1,41
脑动脉硬化,1,高脂血症,1,41
癫痫,1,高脂血症,1,41
白内障,1,眼底病,1,41
帕金森病,1,高血压,1,41
肝损害,1,高脂血症,1,40
冠心病,1,食管炎,1,40
食管炎,1,高脂血症,1,40
关节炎,1,周围神经病,1,40
代谢紊乱,1,便秘,0,39
代谢紊乱,1,肾小球疾病,1,39
叶酸缺乏,1,精神和行为障碍,1,39
叶酸缺乏,1,周围神经病,1,39
水肿,0,糖尿病,1,38
精神和行为障碍,1,胸闷,0,38
眼底病,1,糖尿病,1,38
甲状腺功能减退症,1,精神和行为障碍,1,38
眩晕,0,脑血管病,1,37
关节痛,0,血瘀证,1,37
支气管炎,1,胸闷,0,37
支气管炎,1,肺部感染,1,37
白内障,1,糖尿病,1,37
关节痛,0,脑血管病,1,36
咳嗽,0,支气管炎,1,36
腰痛,0,高血压,1,36
冠心病,1,消化不良,0,36
脑卒中,1,高血压,1,36
前列腺增生,1,肾功能不全,1,36
精神和行为障碍,1,血瘀证,1,36
关节痛,0,支气管炎,1,35
咽炎,1,糖尿病,1,35
代谢紊乱,1,前列腺增生,1,35
消化不良,0,腹痛,0,34
便秘,0,帕金森病,1,34
消化性溃疡,1,腹痛,0,34
冠心病,1,胸痛,0,34
肾小球疾病,1,脑血管病,1,34
肾小球疾病,1,骨质疏松症,1,34
代谢紊乱,1,呼吸道感染,1,34
贫血,1,高脂血症,1,34
脑卒中,1,高脂血症,1,34
眩晕,0,高血压,1,33
周围神经病,1,干眼症,1,33
精神和行为障碍,1,肾功能不全,1,33
帕金森病,1,高脂血症,1,33
关节炎,1,胃炎,1,33
叶酸缺乏,1,维生素缺乏,1,33
癫痫,1,高血压,1,33
皮炎,1,糖尿病,1,33
咽炎,1,高血压,1,33
冠心病,1,肾小球疾病,1,33
干眼症,1,高血压,1,33
眩晕,0,高脂血症,1,32
咳嗽,0,咽炎,1,32
消化不良,0,糖尿病,1,32
水肿,0,高血压,1,32
眼底病,1,高血压,1,32
精神和行为障碍,1,脑卒中,1,32
发热,0,肺部感染,1,31
消化不良,0,高脂血症,1,31
动脉粥样硬化,1,肾小球疾病,1,31
关节炎,1,脑血管病,1,31
神经痛,1,精神和行为障碍,1,31
支气管炎,1,贫血,1,31
关节炎,1,消化性溃疡,1,31
肠道菌群失调,1,腹痛,0,30
动脉粥样硬化,1,头痛,0,30
胃炎,1,脑血管病,1,30
消化性溃疡,1,糖尿病,1,30
低血糖症,1,冠心病,1,30
冠心病,1,消化性溃疡,1,30
精神和行为障碍,1,静脉曲张,0,29
支气管炎,1,肾小球疾病,1,29
胃肠功能紊乱,1,高血压,1,29
消化性溃疡,1,骨质疏松症,1,29
关节炎,1,支气管炎,1,29
湿疹,1,皮肤感染,1,29
关节痛,0,动脉粥样硬化,1,28
头晕,0,心律失常,1,28
水肿,0,高脂血症,1,28
腰痛,0,骨质疏松症,1,28
腰痛,0,高脂血症,1,28
冠心病,1,腰痛,0,28
冠心病,1,头痛,0,28
脂肪肝,1,高血压,1,28
冠心病,1,干眼症,1,28
呼吸道感染,1,胃炎,1,28
低血糖症,1,动脉粥样硬化,1,28
动脉粥样硬化,1,胃炎,1,28
动脉粥样硬化,1,癫痫,1,28
关节痛,0,呼吸道感染,1,27
冠心病,1,眩晕,0,27
关节炎,1,静脉曲张,0,27
冠心病,1,血瘀证,1,27
冠心病,1,结膜炎,1,27
肝损害,1,高血压,1,27
动脉硬化,1,支气管炎,1,27
白内障术后,1,结膜炎,1,27
叶酸缺乏,1,骨质疏松症,1,27
冠心病,1,支气管哮喘,1,27
精神和行为障碍,1,食管炎,1,27
便秘,0,肾功能不全,1,26
胃肠功能紊乱,1,腹胀,0,26
冠心病,1,咽炎,1,26
冠心病,1,肝损害,1,26
代谢紊乱,1,关节炎,1,26
肝损害,1,脂肪肝,1,26
湿疹,1,皮炎,1,26
水肿,0,静脉曲张,0,25
腰痛,0,颈椎退行性疾病,1,25
便秘,0,前列腺增生,1,25
关节痛,0,精神和行为障碍,1,25
干眼症,1,白内障术后,1,25
动脉粥样硬化,1,肝功能异常,1,25
糖尿病,1,肝功能异常,1,25
周围神经病,1,结膜炎,1,25
皮炎,1,皮肤感染,1,25
代谢紊乱,1,胃炎,1,25
便秘,0,关节痛,0,24
周围神经病,1,头晕,0,24
支气管炎,1,消化性溃疡,1,24
周围神经病,1,颈椎退行性疾病,1,24
脑动脉硬化,1,高血压,1,24
呼吸道感染,1,慢性阻塞性肺疾病,1,24
头晕,0,脑动脉硬化,1,23
消化不良,0,精神和行为障碍,1,23
便秘,0,胃肠功能紊乱,1,23
代谢紊乱,1,头晕,0,23
胃肠功能紊乱,1,高脂血症,1,23
脑血管病,1,颈椎退行性疾病,1,23
脑血管病,1,贫血,1,23
皮炎,1,高血压,1,23
动脉硬化,1,呼吸道感染,1,23
便秘,0,消化性溃疡,1,22
便秘,0,维生素缺乏,1,22
胃肠功能紊乱,1,腹痛,0,22
动脉粥样硬化,1,静脉曲张,0,22
呼吸道感染,1,头痛,0,22
白内障,1,高血压,1,22
动脉硬化,1,甲状腺功能减退症,1,22
干眼症,1,精神和行为障碍,1,22
心律失常,1,支气管炎,1,22
代谢紊乱,1,心律失常,1,22
支气管哮喘,1,鼻炎,1,22
周围神经病,1,神经痛,1,22
便秘,0,周围神经病,1,21
水肿,0,骨质疏松症,1,21
头晕,0,神经官能症,1,21
周围神经病,1,头痛,0,21
贫血,1,骨质疏松症,1,21
低血糖症,1,骨质疏松症,1,21
关节炎,1,呼吸道感染,1,21
精神和行为障碍,1,肾小球疾病,1,21
糖尿病,1,贫血,1,21
关节炎,1,动脉粥样硬化,1,21
支气管炎,1,皮炎,1,21
动脉粥样硬化,1,消化性溃疡,1,21
肝损害,1,骨质疏松症,1,21
精神和行为障碍,1,胃肠功能紊乱,1,21
动脉粥样硬化,1,帕金森病,1,21
脂肪肝,1,高脂血症,1,21
呼吸道感染,1,肾功能不全,1,21
动脉粥样硬化,1,胸痛,0,20
周围神经病,1,静脉曲张,0,20
白内障,1,白内障术后,1,20
动脉粥样硬化,1,贫血,1,20
慢性阻塞性肺疾病,1,支气管哮喘,1,20
动脉粥样硬化,1,脑卒中,1,20
冠心病,1,白内障,1,20
干眼症,1,骨质疏松症,1,20
腹痛,0,食管炎,1,19
头晕,0,维生素缺乏,1,19
头晕,0,骨质疏松症,1,19
冠心病,1,咳嗽,0,19
结膜炎,1,高脂血症,1,19
代谢紊乱,1,肝功能异常,1,19
前列腺增生,1,骨质疏松症,1,19
冠心病,1,胃肠功能紊乱,1,19
神经官能症,1,高脂血症,1,19
甲状腺功能减退症,1,脑血管病,1,19
动脉硬化,1,动脉粥样硬化,1,19
关节炎,1,肝功能异常,1,19
呼吸道感染,1,甲状腺功能减退症,1,19
肾功能不全,1,肾小球疾病,1,19
胸闷,0,脑血管病,1,18
关节痛,0,胃炎,1,18
咳嗽,0,高脂血症,1,18
冠心病,1,水肿,0,18
关节炎,1,水肿,0,18
支气管炎,1,维生素缺乏,1,18
低血糖症,1,肾小球疾病,1,18
心律失常,1,血瘀证,1,18
代谢紊乱,1,甲状腺功能减退症,1,18
肝功能异常,1,脑血管病,1,18
腹痛,0,高血压,1,17
头痛,0,糖尿病,1,17
便秘,0,动脉硬化,1,17
眩晕,0,精神和行为障碍,1,17
前列腺增生,1,静脉曲张,0,17
精神和行为障碍,1,腰痛,0,17
支气管哮喘,1,高血压,1,17
皮炎,1,脑血管病,1,17
胃肠功能紊乱,1,脑血管病,1,17
周围神经病,1,支气管炎,1,17
皮炎,1,高脂血症,1,17
动脉硬化,1,周围神经病,1,17
咽炎,1,高脂血症,1,17
神经痛,1,脑血管病,1,17
心律失常,1,骨质疏松症,1,17
代谢紊乱,1,消化性溃疡,1,17
白细胞减少,1,糖尿病,1,17
冠心病,1,帕金森病,1,17
白内障,1,高脂血症,1,17
前列腺增生,1,胃炎,1,17
冠心病,1,鼻炎,1,17
咳嗽,0,鼻炎,1,16
咳嗽,0,高血压,1,16
肾小球疾病,1,静脉曲张,0,16
动脉粥样硬化,1,眩晕,0,16
高血压,1,鼻炎,1,16
尿路感染,1,糖尿病,1,16
精神和行为障碍,1,贫血,1,16
干眼症,1,高脂血症,1,16
呼吸道感染,1,胃肠功能紊乱,1,16
关节痛,0,腰痛,0,15
关节痛,0,胸闷,0,15
胸痛,0,胸闷,0,15
眩晕,0,糖尿病,1,15
便秘,0,心律失常,1,15
关节痛,0,动脉硬化,1,15
消化不良,0,脑血管病,1,15
关节炎,1,腰痛,0,15
代谢紊乱,1,胸闷,0,15
呼吸道感染,1,消化不良,0,15
呼吸道感染,1,胸闷,0,15
代谢紊乱,1,水肿,0,15
糖尿病,1,胸痛,0,15
代谢紊乱,1,尿路感染,1,15
肝功能异常,1,骨质疏松症,1,15
周围神经病,1,胃炎,1,15
消化性溃疡,1,肾功能不全,1,15
动脉粥样硬化,1,食管炎,1,15
胃肠功能紊乱,1,骨质疏松症,1,15
代谢紊乱,1,低血糖症,1,15
精神和行为障碍,1,结膜炎,1,15
尿路感染,1,高血压,1,15
支气管哮喘,1,精神和行为障碍,1,15
动脉粥样硬化,1,神经官能症,1,15
低血糖症,1,呼吸道感染,1,15
眩晕,0,血瘀证,1,14
头痛,0,支气管炎,1,14
便秘,0,尿路感染,1,14
咳嗽,0,脑血管病,1,14
便秘,0,甲状腺功能减退症,1,14
支气管炎,1,腰痛,0,14
结膜炎,1,骨质疏松症,1,14
冠心病,1,尿路感染,1,14
动脉粥样硬化,1,肝损害,1,14
颈椎退行性疾病,1,高脂血症,1,14
冠心病,1,脂肪肝,1,14
动脉硬化,1,肝损害,1,14
糖尿病,1,软组织感染,1,14
精神和行为障碍,1,肠道菌群失调,1,14
呼吸道感染,1,食管炎,1,14
支气管哮喘,1,肾功能不全,1,14
消化性溃疡,1,脑血管病,1,14
低血糖症,1,动脉硬化,1,14
眩晕,0,胸闷,0,13
咳嗽,0,血瘀证,1,13
水肿,0,脑血管病,1,13
胸闷,0,骨质疏松症,1,13
头痛,0,神经痛,1,13
低血糖症,1,便秘,0,13
呼吸道感染,1,腰痛,0,13
支气管炎,1,甲状腺功能减退症,1,13
腰椎退行性病变,1,颈椎退行性疾病,1,13
白细胞减少,1,高脂血症,1,13
PCI术后,1,精神和行为障碍,1,13
支气管炎,1,食管炎,1,13
尿路感染,1,脑血管病,1,13
冠心病,1,皮炎,1,13
冠心病,1,癌症,1,13
肺部感染,1,高血压,1,13
白细胞减少,1,高血压,1,13
支气管炎,1,血瘀证,1,13
低血糖症,1,精神和行为障碍,1,13
神经官能症,1,高血压,1,13
糖尿病,1,肠道菌群失调,1,13
低血糖症,1,甲状腺功能减退症,1,13
尿路感染,1,精神和行为障碍,1,13
低血糖症,1,脑血管病,1,13
便秘,0,贫血,1,12
头晕,0,支气管炎,1,12
便秘,0,癌症,1,12
支气管炎,1,消化不良,0,12
腰椎退行性病变,1,腰痛,0,12
代谢紊乱,1,头痛,0,12
动脉硬化,1,腰痛,0,12
心律失常,1,胸痛,0,12
胃炎,1,胸闷,0,12
干眼症,1,脑血管病,1,12
消化性溃疡,1,精神和行为障碍,1,12
前列腺增生,1,心律失常,1,12
代谢紊乱,1,食管炎,1,12
颈椎退行性疾病,1,高血压,1,12
白细胞减少,1,贫血,1,12
结膜炎,1,脑血管病,1,12
前列腺增生,1,呼吸道感染,1,12
PCI术后,1,动脉粥样硬化,1,12
糖尿病,1,脂肪肝,1,12
皮肤感染,1,神经痛,1,12
便秘,0,腹胀,0,11
便秘,0,头晕,0,11
便秘,0,胸闷,0,11
头晕,0,胸痛,0,11
头晕,0,脑卒中,1,11
头痛,0,神经官能症,1,11
咳嗽,0,精神和行为障碍,1,11
头晕,0,颈椎退行性疾病,1,11
发热,0,支气管炎,1,11
关节炎,1,关节痛,0,11
肠道菌群失调,1,腹胀,0,11
代谢紊乱,1,静脉曲张,0,11
呼吸道感染,1,静脉曲张,0,11
代谢紊乱,1,消化不良,0,11
白细胞减少,1,胃炎,1,11
关节炎,1,肾功能不全,1,11
食管炎,1,骨质疏松症,1,11
咽炎,1,精神和行为障碍,1,11
白内障术后,1,眼底病,1,11
代谢紊乱,1,结膜炎,1,11
糖尿病,1,脑卒中,1,11
支气管炎,1,结膜炎,1,11
动脉粥样硬化,1,胃肠功能紊乱,1,11
动脉硬化,1,肾小球疾病,1,11
咳嗽,0,胸闷,0,10
腹痛,0,腹胀,0,10
便秘,0,肝损害,1,10
水肿,0,软组织感染,1,10
消化不良,0,骨质疏松症,1,10
腹痛,0,高脂血症,1,10
便秘,0,咽炎,1,10
腰痛,0,血瘀证,1,10
关节痛,0,甲状腺功能减退症,1,10
动脉硬化,1,静脉曲张,0,10
叶酸缺乏,1,头晕,0,10
脑血管病,1,腰痛,0,10
支气管炎,1,水肿,0,10
呼吸道感染,1,肾小球疾病,1,10
精神和行为障碍,1,鼻炎,1,10
高脂血症,1,鼻炎,1,10
甲状腺功能减退症,1,胃炎,1,10
叶酸缺乏,1,支气管炎,1,10
神经痛,1,高脂血症,1,10
精神和行为障碍,1,颈椎退行性疾病,1,10
代谢紊乱,1,支气管哮喘,1,10
帕金森病,1,骨质疏松症,1,10
肝功能异常,1,肝损害,1,10
周围神经病,1,白内障,1,10
脑血管病,1,食管炎,1,10
呼吸道感染,1,消化性溃疡,1,10
前列腺增生,1,周围神经病,1,10
肠道菌群失调,1,高血压,1,10
血瘀证,1,高血压,1,10
颈椎退行性疾病,1,骨质疏松症,1,10
咽炎,1,骨质疏松症,1,10
咽炎,1,支气管哮喘,1,10
PCI术后,1,糖尿病,1,10
尿路感染,1,高脂血症,1,10
呼吸道感染,1,心律失常,1,10
周围神经病,1,呼吸道感染,1,10
支气管炎,1,癌症,1,10
便秘,0,咳嗽,0,9
发热,0,咳嗽,0,9
便秘,0,腹痛,0,9
头晕,0,眩晕,0,9
眩晕,0,鼻炎,1,9
便秘,0,皮炎,1,9
便秘,0,癫痫,1,9
胸痛,0,脑血管病,1,9
水肿,0,精神和行为障碍,1,9
消化性溃疡,1,腹胀,0,9
支气管炎,1,静脉曲张,0,9
呼吸道感染,1,头晕,0,9
前列腺增生,1,消化不良,0,9
癫痫,1,糖尿病,1,9
关节炎,1,叶酸缺乏,1,9
结膜炎,1,肠道菌群失调,1,9
动脉硬化,1,叶酸缺乏,1,9
呼吸道感染,1,维生素缺乏,1,9
甲状腺功能减退症,1,肾小球疾病,1,9
支气管哮喘,1,胃炎,1,9
前列腺增生,1,血瘀证,1,9
尿路感染,1,骨质疏松症,1,9
关节炎,1,颈椎退行性疾病,1,9
咽炎,1,脑血管病,1,9
呼吸道感染,1,结膜炎,1,9
呼吸道感染,1,皮炎,1,9
脂肪肝,1,骨质疏松症,1,9
癌症,1,骨质疏松症,1,9
精神和行为障碍,1,肝功能异常,1,9
癌症,1,高血压,1,9
多系统萎缩,1,精神和行为障碍,1,9
湿疹,1,高血压,1,9
关节炎,1,前列腺增生,1,9
动脉硬化,1,眼底病,1,9
肝功能异常,1,胃炎,1,9
血瘀证,1,骨质疏松症,1,9
慢性阻塞性肺疾病,1,鼻炎,1,9
前列腺增生,1,动脉粥样硬化,1,9
白细胞减少,1,精神和行为障碍,1,9
肾功能不全,1,胃炎,1,9
胃炎,1,贫血,1,9
白细胞减少,1,肝损害,1,9
消化不良,0,胸闷,0,8
便秘,0,腰痛,0,8
消化不良,0,维生素缺乏,1,8
眩晕,0,胃肠功能紊乱,1,8
关节痛,0,周围神经病,1,8
头痛,0,脑动脉硬化,1,8
便秘,0,结膜炎,1,8
头晕,0,胃炎,1,8
消化不良,0,贫血,1,8
代谢紊乱,1,胸痛,0,8
周围神经病,1,水肿,0,8
动脉硬化,1,头晕,0,8
周围神经病,1,消化不良,0,8
冠心病,1,腹痛,0,8
肝损害,1,腹胀,0,8
湿疹,1,脑血管病,1,8
支气管炎,1,胃肠功能紊乱,1,8
精神和行为障碍,1,肝损害,1,8
冠心病,1,神经官能症,1,8
慢性阻塞性肺疾病,1,胃炎,1,8
代谢紊乱,1,脑动脉硬化,1,8
慢性阻塞性肺疾病,1,精神和行为障碍,1,8
代谢紊乱,1,肝损害,1,8
咽炎,1,胃炎,1,8
肠道菌群失调,1,脑血管病,1,8
维生素缺乏,1,胃炎,1,8
结膜炎,1,胃肠功能紊乱,1,8
周围神经病,1,帕金森病,1,8
心律失常,1,支气管哮喘,1,8
肠道菌群失调,1,骨质疏松症,1,8
多系统萎缩,1,脑血管病,1,8
心律失常,1,胃炎,1,8
维生素缺乏,1,肾小球疾病,1,8
胸闷,0,腰痛,0,7
便秘,0,湿疹,1,7
头晕,0,神经痛,1,7
头晕,0,癫痫,1,7
眩晕,0,肠道菌群失调,1,7
便秘,0,干眼症,1,7
咳嗽,0,支气管哮喘,1,7
消化不良,0,肾功能不全,1,7
便秘,0,叶酸缺乏,1,7
胆道结石,1,腹痛,0,7
代谢紊乱,1,关节痛,0,7
维生素缺乏,1,静脉曲张,0,7
精神和行为障碍,1,腹痛,0,7
周围神经病,1,眩晕,0,7
眼底病,1,静脉曲张,0,7
精神和行为障碍,1,胸痛,0,7
动脉粥样硬化,1,水肿,0,7
PCI术后,1,便秘,0,7
代谢紊乱,1,干眼症,1,7
叶酸缺乏,1,呼吸道感染,1,7
白细胞减少,1,肝功能异常,1,7
呼吸道感染,1,尿路感染,1,7
冠心病,1,白细胞减少,1,7
尿路感染,1,肾功能不全,1,7
冠心病,1,肺部感染,1,7
动脉硬化,1,维生素缺乏,1,7
皮炎,1,结膜炎,1,7
前列腺增生,1,维生素缺乏,1,7
动脉粥样硬化,1,咽炎,1,7
周围神经病,1,肝功能异常,1,7
动脉粥样硬化,1,神经痛,1,7
PCI术后,1,代谢紊乱,1,7
帕金森病,1,维生素缺乏,1,7
代谢紊乱,1,脂肪肝,1,7
湿疹,1,精神和行为障碍,1,7
